case_id,deliktart,tatmittel,tatort_stadt,tatort_urban,tatzeit,tatzeit_nacht,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,netzwerk_score,vorplanungszeit_h,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00277,Cybercrime,Laptop,Stuttgart,1,2025-10-30 17:00:00,0,iPhone,Vodafone,26880,34.139.233.104,1667.77,1,0,23,0.445,18.33,0,0,1,0,mittel
BW-2025-00278,Drogenhandel,Laptop,Stuttgart,1,2025-04-25 16:00:00,0,Tablet,Telekom,85220,121.227.86.7,1369.51,1,2,9,0.35,4.23,0,1,0,0,niedrig
BW-2025-00279,Sachbeschädigung,keines,Stuttgart,1,2025-04-28 23:00:00,1,Tablet,1&1,56392,65.247.162.108,2219.64,2,1,19,0.387,6.72,1,1,1,1,mittel
BW-2025-00280,Einbruchdiebstahl,Online-Plattform,Pforzheim,0,2025-01-24 15:00:00,0,Tablet,Vodafone,90492,169.130.90.174,4312.54,1,1,35,0.573,6.16,1,1,1,1,mittel
BW-2025-00281,Raub,Online-Plattform,Heilbronn,1,2025-02-11 15:00:00,0,Tablet,1&1,21497,82.159.102.40,7252.0,3,2,48,0.724,24.58,1,0,1,0,hoch
BW-2025-00282,Sachbeschädigung,Brecheisen,Ulm,0,2025-01-14 07:00:00,0,Android Smartphone,Vodafone,60134,211.43.161.190,1276.9,3,2,37,0.758,3.47,1,0,1,0,mittel
BW-2025-00283,Drogenhandel,keines,Heilbronn,1,2025-09-23 03:00:00,1,Laptop,O2,45446,57.8.105.193,0.0,2,2,13,0.408,0.0,0,1,0,0,niedrig
BW-2025-00284,Betrug,Phishing-Mail,Heidelberg,0,2025-02-09 23:00:00,1,iPhone,O2,71824,146.136.223.237,975.72,1,2,21,0.38,6.26,0,0,0,0,niedrig
BW-2025-00285,Drogenhandel,Fahrzeug,Mannheim,1,2025-06-14 15:00:00,0,iPhone,Vodafone,44934,147.159.225.7,2038.82,2,0,13,0.554,0.0,0,0,0,0,niedrig
BW-2025-00286,Betrug,Fahrzeug,Ulm,0,2025-05-01 05:00:00,1,Laptop,Vodafone,41005,162.175.91.222,6557.71,1,0,30,0.893,9.62,1,1,1,0,mittel
BW-2025-00287,Drogenhandel,Phishing-Mail,Stuttgart,1,2025-05-09 12:00:00,0,Laptop,Vodafone,74517,149.200.173.147,0.0,4,3,63,1.0,31.72,0,1,1,1,hoch
BW-2025-00288,Cybercrime,Brecheisen,Heilbronn,1,2025-02-08 08:00:00,0,iPhone,Telekom,40490,165.6.146.149,1760.06,2,0,5,0.784,10.07,0,1,0,0,niedrig
BW-2025-00289,Raub,Smartphone,Heilbronn,1,2025-05-18 12:00:00,0,iPhone,O2,27103,98.59.252.23,5005.3,2,1,26,0.168,4.84,1,0,0,0,mittel
BW-2025-00290,Einbruchdiebstahl,Phishing-Mail,Stuttgart,1,2025-04-07 16:00:00,0,iPhone,Vodafone,24538,145.187.66.199,4891.38,1,1,38,0.456,9.44,1,0,0,0,mittel
BW-2025-00291,Drogenhandel,Laptop,Freiburg,1,2025-08-18 18:00:00,0,Tablet,Telekom,49552,93.150.31.179,13966.08,1,1,2,0.651,28.62,1,0,0,1,hoch
BW-2025-00292,Einbruchdiebstahl,Brecheisen,Ulm,0,2025-04-29 22:00:00,1,Tablet,O2,83659,188.141.44.140,0.0,1,1,16,0.431,1.96,0,0,0,0,niedrig
BW-2025-00293,Drogenhandel,Fahrzeug,Mannheim,1,2025-07-21 01:00:00,1,Tablet,O2,26691,56.126.74.69,1241.33,1,2,9,0.398,0.37,1,1,0,0,niedrig
BW-2025-00294,Betrug,Messer,Stuttgart,1,2025-05-31 19:00:00,0,Android Smartphone,O2,93839,155.199.230.172,0.0,3,3,23,0.492,3.58,0,1,1,0,mittel
BW-2025-00295,Diebstahl,keines,Mannheim,1,2025-06-12 11:00:00,0,Laptop,Telekom,55457,92.203.249.229,0.0,1,1,25,0.581,16.11,1,1,0,1,mittel
BW-2025-00296,Einbruchdiebstahl,Laptop,Freiburg,1,2025-07-01 01:00:00,1,Tablet,Telekom,37483,74.225.232.243,4383.87,1,4,30,0.876,5.6,0,1,1,1,mittel
BW-2025-00297,Diebstahl,Phishing-Mail,Pforzheim,0,2025-02-02 20:00:00,0,iPhone,Telekom,60585,123.47.49.229,8045.15,2,3,31,0.539,17.31,1,0,0,0,mittel
BW-2025-00298,Sachbeschädigung,Brecheisen,Ulm,0,2025-08-28 18:00:00,0,Tablet,1&1,81568,107.22.199.67,1086.65,2,1,23,0.455,3.48,1,0,1,0,niedrig
BW-2025-00299,Diebstahl,keines,Heidelberg,0,2025-02-20 07:00:00,0,Android Smartphone,1&1,14379,86.127.33.131,10609.36,1,3,53,0.849,0.0,1,1,1,1,hoch
BW-2025-00300,Betrug,Phishing-Mail,Pforzheim,0,2025-08-22 08:00:00,0,iPhone,Telekom,32296,107.30.2.17,1666.77,1,0,8,0.31,0.0,0,0,1,1,niedrig
BW-2025-00301,Einbruchdiebstahl,Laptop,Karlsruhe,1,2025-01-22 03:00:00,1,Laptop,1&1,66534,178.84.162.159,4360.89,2,0,24,0.522,14.44,1,0,0,0,mittel
BW-2025-00302,Einbruchdiebstahl,Messer,Mannheim,1,2025-08-15 00:00:00,1,iPhone,Telekom,36941,59.162.206.232,8327.06,2,0,34,0.971,23.16,1,0,1,1,hoch
BW-2025-00303,Sachbeschädigung,Online-Plattform,Pforzheim,0,2025-03-07 11:00:00,0,Laptop,Vodafone,16505,111.149.61.95,595.38,1,1,21,0.237,4.28,0,1,1,0,niedrig
BW-2025-00304,Körperverletzung,Brecheisen,Stuttgart,1,2025-10-19 21:00:00,0,Laptop,Telekom,21485,86.103.151.161,1962.79,1,1,0,0.24,6.71,0,0,0,0,niedrig
BW-2025-00305,Körperverletzung,Fahrzeug,Karlsruhe,1,2025-04-27 14:00:00,0,iPhone,Vodafone,93648,85.180.39.227,4512.35,4,2,49,0.617,27.47,1,1,1,1,hoch
BW-2025-00306,Diebstahl,keines,Karlsruhe,1,2025-11-18 11:00:00,0,Laptop,1&1,74106,180.57.235.209,732.09,1,0,27,0.195,6.1,0,1,1,0,niedrig
BW-2025-00307,Cybercrime,Laptop,Ulm,0,2025-09-18 09:00:00,0,Android Smartphone,O2,58418,58.195.230.73,0.0,1,0,10,0.526,6.06,1,1,0,0,niedrig
BW-2025-00308,Körperverletzung,Smartphone,Pforzheim,0,2025-06-29 19:00:00,0,Tablet,1&1,39654,79.192.122.154,1549.5,3,2,34,0.773,16.32,1,0,0,0,mittel
BW-2025-00309,Betrug,Brecheisen,Karlsruhe,1,2025-10-10 14:00:00,0,iPhone,O2,87296,69.62.70.176,4059.37,3,1,30,0.736,13.26,1,1,1,1,mittel
BW-2025-00310,Betrug,Messer,Ulm,0,2025-06-10 20:00:00,0,Desktop PC,1&1,72424,87.129.146.96,5158.62,1,2,37,0.64,17.1,1,1,0,1,mittel
BW-2025-00311,Diebstahl,Messer,Stuttgart,1,2025-03-24 02:00:00,1,Desktop PC,Vodafone,68856,55.65.203.211,0.0,2,0,8,0.481,0.0,0,0,1,0,niedrig
BW-2025-00312,Einbruchdiebstahl,Fahrzeug,Heidelberg,0,2025-10-17 00:00:00,1,Android Smartphone,Telekom,20271,185.225.79.135,6182.22,2,0,19,0.8,14.68,1,0,1,0,mittel
BW-2025-00313,Sachbeschädigung,Fahrzeug,Mannheim,1,2025-08-07 06:00:00,0,Desktop PC,O2,18783,33.71.110.63,1153.18,1,0,12,0.61,0.0,0,0,1,1,niedrig
BW-2025-00314,Sachbeschädigung,Messer,Freiburg,1,2025-01-09 10:00:00,0,Laptop,1&1,91665,161.107.98.234,7555.48,4,1,29,0.39,13.77,1,0,0,0,mittel
BW-2025-00315,Sachbeschädigung,Laptop,Ulm,0,2025-03-10 09:00:00,0,Android Smartphone,Vodafone,23845,155.12.10.247,912.59,1,1,16,0.563,8.64,1,0,0,0,niedrig
BW-2025-00316,Diebstahl,Online-Plattform,Freiburg,1,2025-09-19 11:00:00,0,Tablet,O2,95824,135.79.72.228,5131.62,1,2,18,0.785,13.99,1,0,1,1,mittel
BW-2025-00317,Körperverletzung,Smartphone,Mannheim,1,2025-04-09 04:00:00,1,Laptop,1&1,91034,166.208.212.199,16735.48,4,3,55,0.548,38.27,1,1,1,0,hoch
BW-2025-00318,Sachbeschädigung,Smartphone,Ulm,0,2025-02-03 15:00:00,0,Laptop,Vodafone,72287,79.193.241.181,3698.99,2,1,6,0.725,0.63,1,0,1,0,mittel
BW-2025-00319,Drogenhandel,Smartphone,Freiburg,1,2025-07-11 09:00:00,0,Laptop,O2,74437,189.57.9.244,7258.55,3,2,28,0.438,16.09,1,0,0,1,mittel
BW-2025-00320,Diebstahl,Fahrzeug,Mannheim,1,2025-08-08 01:00:00,1,Laptop,1&1,45313,197.146.153.46,1519.25,1,1,45,0.691,16.21,0,0,0,1,mittel
BW-2025-00321,Sachbeschädigung,Laptop,Heidelberg,0,2025-10-05 23:00:00,1,Tablet,Vodafone,73499,205.110.39.6,2183.67,3,0,6,0.285,5.67,0,1,0,0,niedrig
BW-2025-00322,Drogenhandel,Smartphone,Mannheim,1,2025-12-12 23:00:00,1,iPhone,O2,62872,45.185.242.76,2546.23,4,0,24,0.76,6.63,1,0,0,0,niedrig
BW-2025-00323,Betrug,Brecheisen,Heidelberg,0,2025-06-20 07:00:00,0,Android Smartphone,Telekom,14334,127.217.209.245,0.0,2,0,2,0.636,6.3,0,0,0,0,niedrig
BW-2025-00324,Betrug,Phishing-Mail,Heidelberg,0,2025-11-13 21:00:00,0,Laptop,O2,76207,112.158.2.88,1803.34,3,0,12,0.322,7.06,0,1,0,1,niedrig
BW-2025-00325,Diebstahl,Smartphone,Heidelberg,0,2025-11-01 12:00:00,0,Laptop,1&1,33276,132.126.57.132,6026.03,2,3,18,0.532,12.03,1,0,1,0,mittel
BW-2025-00326,Drogenhandel,Phishing-Mail,Mannheim,1,2025-07-14 14:00:00,0,Laptop,Telekom,13597,109.245.247.194,0.0,2,2,18,0.452,13.49,1,1,0,0,hoch
BW-2025-00327,Betrug,Brecheisen,Heidelberg,0,2025-05-22 03:00:00,1,Android Smartphone,Vodafone,45269,177.206.109.122,3543.91,4,2,10,0.027,9.96,0,0,0,0,niedrig
BW-2025-00328,Sachbeschädigung,Smartphone,Stuttgart,1,2025-04-29 05:00:00,1,Tablet,Vodafone,88792,216.5.121.226,4218.24,4,1,59,0.806,0.0,0,1,1,1,hoch
BW-2025-00329,Betrug,Fahrzeug,Pforzheim,0,2025-07-07 23:00:00,1,Desktop PC,O2,65549,107.96.177.235,12138.66,2,3,27,0.584,24.07,0,0,1,0,hoch
BW-2025-00330,Drogenhandel,keines,Pforzheim,0,2025-07-26 06:00:00,0,Android Smartphone,1&1,98761,144.72.134.123,1144.97,1,2,16,0.332,5.74,0,1,1,0,niedrig
BW-2025-00331,Sachbeschädigung,Laptop,Stuttgart,1,2025-07-12 23:00:00,1,Desktop PC,O2,49121,186.53.179.11,0.0,1,2,36,0.515,3.58,0,0,1,1,mittel
BW-2025-00332,Diebstahl,keines,Karlsruhe,1,2025-08-10 23:00:00,1,Laptop,O2,46291,77.218.134.9,918.8,2,0,10,0.336,5.7,0,0,1,0,niedrig
BW-2025-00333,Cybercrime,Fahrzeug,Mannheim,1,2025-02-08 18:00:00,0,Desktop PC,Vodafone,88647,114.114.254.159,1701.85,1,2,28,0.359,6.31,1,0,1,0,niedrig
BW-2025-00334,Drogenhandel,Brecheisen,Stuttgart,1,2025-06-27 02:00:00,1,Tablet,O2,64862,114.147.203.9,2880.48,2,1,10,0.392,0.0,0,0,0,0,niedrig
BW-2025-00335,Sachbeschädigung,Smartphone,Heidelberg,0,2025-12-31 23:00:00,1,Laptop,Vodafone,93665,211.239.3.119,2974.58,3,2,24,0.554,2.97,1,0,0,1,mittel
BW-2025-00336,Körperverletzung,Phishing-Mail,Pforzheim,0,2025-07-20 13:00:00,0,Android Smartphone,Vodafone,22793,131.133.24.125,8705.12,4,2,76,0.881,16.14,1,1,1,1,hoch
BW-2025-00337,Einbruchdiebstahl,Online-Plattform,Mannheim,1,2025-06-01 17:00:00,0,Laptop,Telekom,56567,68.44.4.218,5552.42,2,1,29,0.483,3.93,1,0,1,1,mittel
BW-2025-00338,Cybercrime,Messer,Freiburg,1,2025-07-20 17:00:00,0,Laptop,O2,70786,41.38.237.49,0.0,3,1,15,0.441,0.34,0,0,0,0,niedrig
BW-2025-00339,Körperverletzung,Smartphone,Karlsruhe,1,2025-12-08 15:00:00,0,Tablet,Vodafone,25704,185.66.53.104,6335.74,1,3,14,0.651,7.91,0,0,1,0,mittel
BW-2025-00340,Sachbeschädigung,Online-Plattform,Ulm,0,2025-04-04 18:00:00,0,iPhone,Vodafone,36253,98.185.54.176,2006.44,3,3,31,0.606,10.96,1,0,1,0,mittel
BW-2025-00341,Sachbeschädigung,keines,Mannheim,1,2025-02-25 04:00:00,1,Laptop,Vodafone,73908,96.39.52.7,760.51,1,2,28,0.245,0.0,1,0,0,0,niedrig
BW-2025-00342,Einbruchdiebstahl,Phishing-Mail,Stuttgart,1,2025-07-06 17:00:00,0,iPhone,1&1,37444,205.221.144.29,7243.58,4,0,53,0.278,1.62,0,0,1,1,mittel
BW-2025-00343,Einbruchdiebstahl,Brecheisen,Heilbronn,1,2025-10-24 01:00:00,1,iPhone,Vodafone,93032,120.237.203.165,9524.14,2,5,81,0.662,14.66,1,1,1,1,hoch
BW-2025-00344,Sachbeschädigung,Messer,Heilbronn,1,2025-01-26 18:00:00,0,Tablet,Telekom,79963,62.12.207.245,3495.66,2,2,34,0.575,9.32,1,1,0,0,mittel
BW-2025-00345,Drogenhandel,Smartphone,Freiburg,1,2025-01-13 05:00:00,1,Desktop PC,Vodafone,98702,12.14.66.101,251.96,3,2,29,0.801,12.35,1,1,0,1,mittel
BW-2025-00346,Raub,Fahrzeug,Freiburg,1,2025-03-12 02:00:00,1,Laptop,Vodafone,60272,139.218.168.202,5425.13,2,2,76,1.0,45.04,1,1,1,1,hoch
BW-2025-00347,Cybercrime,Brecheisen,Karlsruhe,1,2025-07-18 12:00:00,0,iPhone,O2,69759,197.83.49.34,0.0,1,0,2,0.591,8.73,1,1,0,0,niedrig
BW-2025-00348,Drogenhandel,Messer,Mannheim,1,2025-09-03 05:00:00,1,Laptop,1&1,34697,53.53.206.48,7516.9,4,8,50,0.7,12.11,1,0,1,1,hoch
BW-2025-00349,Sachbeschädigung,Smartphone,Heidelberg,0,2025-05-25 04:00:00,1,Android Smartphone,Vodafone,12872,161.246.28.9,1702.23,1,2,11,0.662,11.13,1,1,0,1,mittel
BW-2025-00350,Einbruchdiebstahl,Laptop,Freiburg,1,2025-06-24 14:00:00,0,iPhone,1&1,80088,170.133.194.221,1085.63,2,0,24,0.511,0.0,0,0,0,0,niedrig
BW-2025-00351,Betrug,Smartphone,Karlsruhe,1,2025-03-21 01:00:00,1,iPhone,Telekom,64627,124.190.148.195,4378.7,1,2,21,0.572,10.45,1,1,0,1,mittel
BW-2025-00352,Sachbeschädigung,Laptop,Pforzheim,0,2025-05-21 06:00:00,0,Tablet,Vodafone,99881,172.92.21.154,0.0,1,0,18,0.543,5.13,0,1,1,1,mittel
BW-2025-00353,Betrug,Online-Plattform,Ulm,0,2025-04-04 15:00:00,0,iPhone,O2,64896,37.219.168.207,0.0,2,2,16,0.146,8.92,0,0,0,0,niedrig
BW-2025-00354,Diebstahl,Online-Plattform,Karlsruhe,1,2025-05-16 14:00:00,0,iPhone,1&1,89823,62.34.198.139,2387.83,1,1,13,0.411,8.81,1,1,0,1,niedrig
BW-2025-00355,Cybercrime,Fahrzeug,Freiburg,1,2025-04-20 11:00:00,0,Tablet,O2,15164,151.82.210.113,11489.41,3,4,46,0.766,20.2,1,0,1,1,hoch
BW-2025-00356,Körperverletzung,Fahrzeug,Heilbronn,1,2025-01-02 20:00:00,0,Laptop,Vodafone,11671,182.240.38.62,1414.43,2,0,15,0.675,0.56,1,1,1,0,niedrig
BW-2025-00357,Diebstahl,Laptop,Heilbronn,1,2025-12-16 07:00:00,0,Android Smartphone,Telekom,19836,196.59.119.12,9236.92,2,3,34,0.506,4.43,0,0,0,1,mittel
BW-2025-00358,Diebstahl,Online-Plattform,Heidelberg,0,2025-06-30 07:00:00,0,Tablet,O2,70853,23.210.14.67,1765.57,4,4,51,0.759,4.77,1,1,1,0,hoch
BW-2025-00359,Diebstahl,Brecheisen,Stuttgart,1,2025-08-02 11:00:00,0,Laptop,O2,65836,200.16.248.124,210.46,2,2,22,0.239,20.48,1,1,1,1,mittel
BW-2025-00360,Diebstahl,Laptop,Stuttgart,1,2025-04-27 09:00:00,0,iPhone,Vodafone,53078,102.134.234.105,3520.68,5,4,56,0.723,16.51,1,1,1,1,hoch
BW-2025-00361,Körperverletzung,Online-Plattform,Karlsruhe,1,2025-05-05 20:00:00,0,Laptop,O2,24920,113.153.90.245,1008.77,2,3,16,0.171,3.27,0,0,0,0,niedrig
BW-2025-00362,Sachbeschädigung,keines,Pforzheim,0,2025-10-15 21:00:00,0,Tablet,1&1,95045,215.2.67.198,2035.18,2,0,26,0.459,6.56,1,1,1,1,mittel
BW-2025-00363,Einbruchdiebstahl,Laptop,Mannheim,1,2025-03-12 19:00:00,0,iPhone,Vodafone,64529,162.59.105.119,6233.09,2,1,43,0.548,11.78,0,1,1,1,mittel
BW-2025-00364,Körperverletzung,keines,Mannheim,1,2025-09-02 19:00:00,0,Desktop PC,1&1,90131,18.96.128.31,4221.03,1,1,13,0.447,6.85,0,0,1,0,mittel
BW-2025-00365,Einbruchdiebstahl,keines,Heilbronn,1,2025-10-28 20:00:00,0,iPhone,1&1,16025,27.54.202.129,6074.71,2,1,14,0.418,0.01,1,1,0,0,mittel
BW-2025-00366,Cybercrime,Phishing-Mail,Stuttgart,1,2025-08-19 22:00:00,1,Desktop PC,Vodafone,78039,144.234.22.224,333.28,1,1,6,0.159,0.32,1,0,1,0,niedrig
BW-2025-00367,Diebstahl,Messer,Heidelberg,0,2025-09-20 17:00:00,0,Tablet,O2,29484,222.145.109.207,2268.77,2,0,41,0.667,7.53,1,1,1,1,mittel
BW-2025-00368,Betrug,Smartphone,Mannheim,1,2025-12-05 11:00:00,0,Desktop PC,1&1,31679,30.42.94.88,3089.16,2,1,14,0.23,2.7,0,0,1,1,mittel
BW-2025-00369,Körperverletzung,Phishing-Mail,Heidelberg,0,2025-02-04 08:00:00,0,Laptop,O2,76444,68.3.75.101,3898.66,1,3,28,0.297,0.0,1,0,0,1,mittel
BW-2025-00370,Sachbeschädigung,Messer,Heidelberg,0,2025-10-31 05:00:00,1,iPhone,1&1,85108,125.182.150.202,740.62,1,0,19,0.326,5.61,0,1,0,1,niedrig
BW-2025-00371,Diebstahl,keines,Heilbronn,1,2025-12-06 12:00:00,0,Laptop,Telekom,95638,15.140.132.128,540.77,1,0,18,0.563,5.92,0,0,0,0,niedrig
BW-2025-00372,Diebstahl,Messer,Ulm,0,2025-03-04 01:00:00,1,iPhone,Telekom,89194,169.123.30.149,35.85,1,2,12,0.289,0.87,1,0,1,0,niedrig
BW-2025-00373,Cybercrime,Fahrzeug,Heilbronn,1,2025-02-07 01:00:00,1,Laptop,O2,39218,127.87.125.71,937.52,1,2,32,0.809,3.36,1,1,1,0,mittel
BW-2025-00374,Drogenhandel,keines,Freiburg,1,2025-03-08 12:00:00,0,Tablet,Telekom,96364,67.196.107.56,10.53,3,1,23,0.392,9.96,1,0,0,0,mittel
BW-2025-00375,Betrug,Phishing-Mail,Freiburg,1,2025-03-14 13:00:00,0,Laptop,O2,16000,53.6.22.9,2960.98,3,2,29,0.859,24.49,1,0,0,0,mittel
BW-2025-00376,Körperverletzung,Brecheisen,Ulm,0,2025-05-14 17:00:00,0,iPhone,O2,34581,41.233.50.96,6814.92,1,3,25,0.216,14.46,0,0,1,1,mittel
BW-2025-00377,Sachbeschädigung,Fahrzeug,Heilbronn,1,2025-03-15 13:00:00,0,Android Smartphone,O2,64325,22.231.114.142,200.75,1,0,13,0.376,7.4,1,1,0,0,niedrig
BW-2025-00378,Diebstahl,keines,Heilbronn,1,2025-12-07 12:00:00,0,Desktop PC,Vodafone,10568,146.197.245.38,728.34,2,3,18,0.418,1.78,0,1,0,1,niedrig
BW-2025-00379,Betrug,Messer,Heilbronn,1,2025-04-29 13:00:00,0,Desktop PC,Vodafone,26827,37.130.131.60,7414.73,1,3,48,0.972,11.86,1,1,0,0,hoch
BW-2025-00380,Sachbeschädigung,Phishing-Mail,Ulm,0,2025-07-06 18:00:00,0,Tablet,Vodafone,62149,98.197.152.44,7606.54,3,4,29,0.718,31.03,0,1,1,0,hoch
BW-2025-00381,Cybercrime,keines,Mannheim,1,2025-12-16 17:00:00,0,Android Smartphone,1&1,49179,190.149.33.147,531.34,1,5,29,0.752,6.7,1,0,1,1,mittel
BW-2025-00382,Drogenhandel,Fahrzeug,Heidelberg,0,2025-08-24 17:00:00,0,Android Smartphone,O2,98129,44.246.198.61,2224.11,1,0,19,0.427,2.88,0,1,0,0,niedrig
BW-2025-00383,Einbruchdiebstahl,Phishing-Mail,Karlsruhe,1,2025-10-12 23:00:00,1,Laptop,1&1,98374,202.116.83.28,2244.36,4,2,16,0.84,32.56,1,0,0,0,hoch
BW-2025-00384,Cybercrime,Messer,Stuttgart,1,2025-01-18 06:00:00,0,Desktop PC,Telekom,59921,48.52.33.188,0.0,2,0,21,0.623,11.87,1,1,1,0,mittel
BW-2025-00385,Betrug,Smartphone,Heidelberg,0,2025-07-15 15:00:00,0,Laptop,Vodafone,99573,75.36.196.36,0.0,3,6,43,0.5,25.01,1,0,1,0,mittel
BW-2025-00386,Einbruchdiebstahl,Smartphone,Pforzheim,0,2025-09-02 20:00:00,0,Android Smartphone,Telekom,69322,37.60.33.49,573.71,2,0,30,0.211,0.0,0,0,1,1,niedrig
BW-2025-00387,Raub,Messer,Heidelberg,0,2025-02-02 01:00:00,1,Desktop PC,O2,60014,110.54.200.21,634.48,1,1,12,0.646,5.44,0,0,1,0,niedrig
BW-2025-00388,Sachbeschädigung,Phishing-Mail,Stuttgart,1,2025-05-19 15:00:00,0,iPhone,O2,91338,210.234.177.155,1849.14,3,2,34,0.616,40.9,1,1,1,1,hoch
BW-2025-00389,Körperverletzung,Fahrzeug,Freiburg,1,2025-05-13 02:00:00,1,Desktop PC,Vodafone,48558,125.229.136.233,1234.55,1,0,10,0.263,6.78,0,0,0,0,niedrig
BW-2025-00390,Einbruchdiebstahl,Laptop,Mannheim,1,2025-09-15 12:00:00,0,Android Smartphone,Telekom,15326,120.178.176.32,0.0,2,0,12,0.203,4.87,1,1,1,0,niedrig
BW-2025-00391,Cybercrime,Online-Plattform,Mannheim,1,2025-01-04 20:00:00,0,Android Smartphone,O2,53327,130.97.125.128,2683.44,1,2,0,0.388,15.74,1,1,1,0,mittel
BW-2025-00392,Einbruchdiebstahl,Smartphone,Mannheim,1,2025-07-25 14:00:00,0,Laptop,Telekom,74297,213.55.108.54,4011.9,3,1,37,0.467,14.2,1,0,0,0,mittel
BW-2025-00393,Drogenhandel,Laptop,Freiburg,1,2025-05-06 12:00:00,0,Desktop PC,Vodafone,78236,28.116.3.87,20665.95,3,2,55,0.799,9.88,0,1,0,1,hoch
BW-2025-00394,Einbruchdiebstahl,Messer,Ulm,0,2025-06-01 00:00:00,1,iPhone,O2,37964,180.208.73.220,4125.74,3,0,18,0.423,11.14,0,0,1,1,mittel
BW-2025-00395,Drogenhandel,Phishing-Mail,Freiburg,1,2025-12-29 03:00:00,1,Laptop,Vodafone,72240,154.179.161.52,4243.11,1,1,29,0.477,0.0,1,1,1,0,mittel
BW-2025-00396,Betrug,Laptop,Freiburg,1,2025-06-16 10:00:00,0,Tablet,Vodafone,15226,185.187.175.156,10851.47,2,2,44,0.639,22.95,1,1,0,1,hoch
BW-2025-00397,Drogenhandel,Messer,Karlsruhe,1,2025-07-13 01:00:00,1,Tablet,O2,13238,143.81.115.3,8294.08,3,6,48,1.0,9.62,0,0,1,0,hoch
BW-2025-00398,Drogenhandel,keines,Heilbronn,1,2025-05-12 10:00:00,0,iPhone,O2,51984,142.142.154.97,1041.4,1,0,7,0.154,8.85,0,1,0,1,niedrig
BW-2025-00399,Diebstahl,Laptop,Mannheim,1,2025-02-14 16:00:00,0,Desktop PC,Telekom,37627,182.155.21.61,2267.14,1,1,42,0.333,22.7,0,0,1,0,mittel
BW-2025-00400,Raub,Messer,Karlsruhe,1,2025-02-19 05:00:00,1,Android Smartphone,1&1,99921,50.92.117.220,0.0,1,0,10,0.325,7.83,0,0,1,0,niedrig
BW-2025-00401,Betrug,keines,Freiburg,1,2025-02-20 00:00:00,1,iPhone,Telekom,17113,56.144.228.238,4019.01,1,2,28,0.581,9.75,1,1,0,1,mittel
BW-2025-00402,Cybercrime,Laptop,Heidelberg,0,2025-09-22 21:00:00,0,Laptop,1&1,69129,172.85.235.44,14021.11,3,6,44,0.998,23.03,1,0,1,0,hoch
BW-2025-00403,Sachbeschädigung,Messer,Freiburg,1,2025-03-22 18:00:00,0,iPhone,1&1,80101,12.130.151.130,1632.69,2,1,32,0.496,0.0,0,0,1,0,mittel
BW-2025-00404,Diebstahl,Smartphone,Karlsruhe,1,2025-07-17 20:00:00,0,Laptop,Telekom,99899,88.37.81.235,5965.94,1,1,23,0.357,8.95,0,0,1,1,mittel
BW-2025-00405,Diebstahl,Online-Plattform,Heilbronn,1,2025-01-22 00:00:00,1,Tablet,1&1,72126,51.4.208.172,10211.78,3,3,37,0.564,14.98,1,1,0,1,hoch
BW-2025-00406,Raub,Brecheisen,Ulm,0,2025-04-09 08:00:00,0,Desktop PC,O2,49066,184.98.208.148,4018.89,1,0,13,0.519,0.0,0,1,1,0,niedrig
BW-2025-00407,Drogenhandel,Smartphone,Mannheim,1,2025-01-04 10:00:00,0,iPhone,Telekom,85067,163.190.95.240,10094.24,2,4,17,0.353,4.18,1,1,1,1,mittel
BW-2025-00408,Sachbeschädigung,Laptop,Pforzheim,0,2025-05-25 13:00:00,0,Android Smartphone,O2,64087,176.91.196.79,4735.16,1,1,25,0.442,14.79,0,0,0,1,mittel
BW-2025-00409,Einbruchdiebstahl,Brecheisen,Mannheim,1,2025-05-13 15:00:00,0,Android Smartphone,O2,25023,57.109.122.4,0.0,3,1,53,1.0,16.22,1,0,1,1,hoch
BW-2025-00410,Betrug,keines,Karlsruhe,1,2025-06-21 03:00:00,1,Laptop,Telekom,22871,61.137.245.139,0.0,3,2,53,0.542,11.47,0,1,0,1,mittel
BW-2025-00411,Körperverletzung,Phishing-Mail,Freiburg,1,2025-03-10 07:00:00,0,Android Smartphone,Vodafone,47373,169.152.150.29,0.0,1,0,19,0.069,0.0,0,1,0,1,niedrig
BW-2025-00412,Diebstahl,Fahrzeug,Freiburg,1,2025-08-13 03:00:00,1,Tablet,1&1,90785,179.207.229.137,0.0,2,1,15,0.072,4.66,0,1,1,1,niedrig
BW-2025-00413,Cybercrime,Brecheisen,Freiburg,1,2025-04-26 02:00:00,1,Laptop,1&1,10633,91.46.216.24,17883.0,2,3,66,0.73,11.35,1,0,1,0,hoch
BW-2025-00414,Raub,Fahrzeug,Ulm,0,2025-04-02 16:00:00,0,Laptop,O2,99073,198.164.26.224,11417.82,2,5,43,0.635,5.7,1,1,1,1,hoch
BW-2025-00415,Drogenhandel,keines,Heilbronn,1,2025-07-28 12:00:00,0,Tablet,O2,73828,152.58.93.118,3141.19,4,5,59,0.579,24.44,1,1,1,0,hoch
