case_id,deliktart,tatmittel,tatort_stadt,tatzeit,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00316,Sachbeschädigung,Laptop,Mannheim,2025-08-15 10:00:00,iPhone,1&1,33329,214.81.169.17,11188.08,1,0,16,0,0,0,0,mittel
BW-2025-00317,Diebstahl,Fahrzeug,Pforzheim,2025-11-04 23:00:00,Tablet,1&1,61052,183.93.78.87,0.0,4,1,7,1,1,1,0,mittel
BW-2025-00318,Betrug,Laptop,Stuttgart,2025-12-10 06:00:00,iPhone,O2,46899,206.233.3.35,5852.0,2,0,28,0,1,1,0,niedrig
BW-2025-00319,Sachbeschädigung,Messer,Stuttgart,2025-12-31 04:00:00,Tablet,Vodafone,93105,47.226.34.108,8510.63,3,1,19,0,0,1,1,mittel
BW-2025-00320,Drogenhandel,Smartphone,Mannheim,2025-01-04 10:00:00,iPhone,Telekom,55069,65.52.100.108,9567.72,1,2,26,1,0,1,0,mittel
BW-2025-00321,Einbruchdiebstahl,Brecheisen,Mannheim,2025-05-13 15:00:00,Android Smartphone,O2,94498,151.182.209.240,0.0,3,2,4,0,0,0,1,mittel
BW-2025-00322,Cybercrime,Laptop,Pforzheim,2025-11-29 14:00:00,iPhone,Vodafone,23113,83.254.191.109,4362.08,1,1,39,1,1,0,0,mittel
BW-2025-00323,Diebstahl,Fahrzeug,Freiburg,2025-08-13 03:00:00,Tablet,1&1,66139,54.43.245.140,0.0,1,1,0,1,0,1,1,niedrig
BW-2025-00324,Drogenhandel,Fahrzeug,Heidelberg,2025-09-03 09:00:00,Tablet,O2,68373,102.214.125.77,0.0,2,1,49,0,1,1,1,niedrig
BW-2025-00325,Cybercrime,keines,Karlsruhe,2025-07-11 13:00:00,Android Smartphone,Telekom,19882,15.196.244.106,7639.78,2,2,32,0,0,1,0,mittel
BW-2025-00326,Betrug,Messer,Heidelberg,2025-11-19 06:00:00,iPhone,O2,87280,198.180.192.206,8524.51,1,3,18,0,1,1,0,mittel
BW-2025-00327,Einbruchdiebstahl,keines,Karlsruhe,2025-12-09 19:00:00,Tablet,O2,68487,51.194.204.233,0.0,2,2,11,0,0,0,0,niedrig
BW-2025-00328,Einbruchdiebstahl,keines,Freiburg,2025-11-29 21:00:00,iPhone,Vodafone,40673,21.245.126.96,0.0,2,1,42,0,0,1,1,niedrig
BW-2025-00329,Raub,Phishing-Mail,Ulm,2025-02-01 16:00:00,Tablet,1&1,44513,159.33.48.144,10125.59,1,1,34,0,1,0,1,mittel
BW-2025-00330,Einbruchdiebstahl,Messer,Ulm,2025-12-19 17:00:00,Laptop,Telekom,56255,220.54.109.177,597.41,1,0,22,1,1,0,1,niedrig
BW-2025-00331,Körperverletzung,keines,Stuttgart,2025-10-28 07:00:00,Desktop PC,Vodafone,37723,49.118.39.202,8458.94,2,2,11,0,0,0,1,mittel
BW-2025-00332,Einbruchdiebstahl,Phishing-Mail,Karlsruhe,2025-08-14 10:00:00,Android Smartphone,1&1,37617,162.62.18.156,626.39,2,3,10,0,1,1,1,mittel
BW-2025-00333,Sachbeschädigung,Smartphone,Heidelberg,2025-04-20 23:00:00,iPhone,Vodafone,31802,77.29.77.202,0.0,1,1,11,0,0,0,0,niedrig
BW-2025-00334,Sachbeschädigung,Smartphone,Pforzheim,2025-11-03 15:00:00,iPhone,Vodafone,63840,164.208.144.253,3392.34,2,1,9,1,1,0,0,mittel
BW-2025-00335,Einbruchdiebstahl,Online-Plattform,Mannheim,2025-02-16 23:00:00,Laptop,1&1,24230,15.61.114.219,12700.84,1,2,12,0,1,1,0,hoch
BW-2025-00336,Sachbeschädigung,Brecheisen,Karlsruhe,2025-01-27 15:00:00,Android Smartphone,1&1,89098,149.14.165.122,3368.23,2,3,0,0,0,1,0,mittel
BW-2025-00337,Sachbeschädigung,Messer,Freiburg,2025-06-06 15:00:00,iPhone,1&1,65769,45.70.41.205,0.0,3,0,16,1,1,1,0,niedrig
BW-2025-00338,Körperverletzung,Fahrzeug,Karlsruhe,2025-06-25 23:00:00,Laptop,1&1,78126,12.215.120.49,0.0,1,1,24,0,0,0,0,niedrig
BW-2025-00339,Raub,Phishing-Mail,Ulm,2025-04-16 15:00:00,Laptop,Telekom,84012,104.154.217.241,3227.41,2,1,39,1,1,1,1,mittel
BW-2025-00340,Cybercrime,Messer,Heidelberg,2025-05-03 00:00:00,Tablet,1&1,85713,99.39.188.29,14091.95,1,1,49,1,1,1,1,hoch
BW-2025-00341,Sachbeschädigung,Brecheisen,Karlsruhe,2025-04-21 10:00:00,Android Smartphone,1&1,82165,168.48.196.46,0.0,2,0,44,0,0,1,1,niedrig
BW-2025-00342,Betrug,Brecheisen,Ulm,2025-04-10 05:00:00,iPhone,Telekom,44483,67.197.239.94,257.2,2,0,23,1,1,0,0,niedrig
BW-2025-00343,Diebstahl,Smartphone,Ulm,2025-02-09 05:00:00,Tablet,O2,36438,179.41.144.124,5284.91,2,1,33,0,1,1,0,mittel
BW-2025-00344,Cybercrime,Fahrzeug,Stuttgart,2025-04-26 16:00:00,Desktop PC,Vodafone,30636,33.59.84.129,0.0,2,0,17,0,1,0,0,niedrig
BW-2025-00345,Sachbeschädigung,Phishing-Mail,Ulm,2025-12-20 10:00:00,Tablet,Vodafone,83284,160.59.15.31,0.0,2,2,22,0,0,0,1,mittel
BW-2025-00346,Drogenhandel,Online-Plattform,Heidelberg,2025-11-07 10:00:00,Desktop PC,Vodafone,63363,140.152.209.245,0.0,2,1,6,1,0,1,0,niedrig
BW-2025-00347,Diebstahl,Online-Plattform,Freiburg,2025-06-20 18:00:00,iPhone,O2,54520,209.141.164.178,463.58,1,0,29,1,1,1,0,niedrig
BW-2025-00348,Körperverletzung,Smartphone,Heilbronn,2025-02-16 02:00:00,iPhone,O2,64057,101.100.132.94,239.69,1,1,33,1,0,0,1,niedrig
BW-2025-00349,Betrug,Online-Plattform,Heidelberg,2025-09-30 08:00:00,Laptop,Telekom,51139,101.129.118.42,3722.58,2,2,13,1,0,0,1,mittel
BW-2025-00350,Cybercrime,Brecheisen,Heidelberg,2025-06-10 07:00:00,Tablet,Vodafone,36577,74.236.10.55,5247.87,4,1,39,0,1,0,0,mittel
BW-2025-00351,Drogenhandel,Brecheisen,Karlsruhe,2025-12-03 07:00:00,iPhone,Telekom,91352,91.191.41.149,2421.72,3,0,31,0,0,1,1,niedrig
BW-2025-00352,Cybercrime,keines,Mannheim,2025-09-29 14:00:00,Desktop PC,O2,72694,149.111.196.179,0.0,1,3,2,0,0,0,1,mittel
BW-2025-00353,Drogenhandel,Messer,Mannheim,2025-12-20 18:00:00,Tablet,Telekom,98356,64.243.222.74,405.7,1,0,24,1,1,0,0,niedrig
BW-2025-00354,Diebstahl,Phishing-Mail,Freiburg,2025-05-08 18:00:00,Desktop PC,O2,90358,98.213.43.120,6883.95,1,0,23,1,0,1,1,mittel
BW-2025-00355,Einbruchdiebstahl,keines,Ulm,2025-09-12 03:00:00,Android Smartphone,1&1,33578,157.71.232.81,0.0,2,0,8,1,1,1,1,niedrig
BW-2025-00356,Raub,Laptop,Pforzheim,2025-09-18 00:00:00,Android Smartphone,1&1,11276,56.54.34.108,0.0,2,1,26,0,0,0,1,niedrig
BW-2025-00357,Körperverletzung,Brecheisen,Freiburg,2025-06-21 07:00:00,Tablet,O2,17869,66.40.221.194,0.0,2,1,16,0,1,0,0,niedrig
BW-2025-00358,Körperverletzung,Laptop,Heilbronn,2025-09-04 10:00:00,Laptop,O2,63970,42.9.107.157,0.0,1,1,22,1,1,1,0,niedrig
BW-2025-00359,Raub,Brecheisen,Pforzheim,2025-12-15 11:00:00,Laptop,O2,90434,84.89.155.237,4282.0,2,2,29,1,1,0,1,mittel
BW-2025-00360,Einbruchdiebstahl,Brecheisen,Freiburg,2025-02-18 16:00:00,Tablet,1&1,51088,92.30.238.184,274.73,4,0,41,0,0,1,0,niedrig
BW-2025-00361,Cybercrime,Online-Plattform,Ulm,2025-09-05 22:00:00,Laptop,1&1,13027,43.2.157.159,2602.46,3,3,46,1,1,0,0,mittel
BW-2025-00362,Raub,Online-Plattform,Karlsruhe,2025-09-29 01:00:00,Android Smartphone,Vodafone,81884,24.199.129.4,117.78,2,1,1,0,0,0,1,niedrig
BW-2025-00363,Sachbeschädigung,Laptop,Karlsruhe,2025-02-27 13:00:00,Laptop,Vodafone,47247,124.114.246.54,3398.91,3,1,40,1,1,0,0,mittel
BW-2025-00364,Einbruchdiebstahl,Brecheisen,Mannheim,2025-09-01 14:00:00,iPhone,Telekom,81898,124.225.91.159,4066.33,1,0,8,1,1,1,1,mittel
BW-2025-00365,Einbruchdiebstahl,keines,Ulm,2025-08-26 00:00:00,Desktop PC,O2,50352,104.163.249.207,0.0,1,1,26,1,0,0,1,niedrig
BW-2025-00366,Cybercrime,Brecheisen,Pforzheim,2025-12-24 06:00:00,iPhone,Telekom,80136,13.33.17.229,0.0,2,0,44,0,1,1,1,niedrig
BW-2025-00367,Körperverletzung,keines,Pforzheim,2025-07-19 23:00:00,iPhone,1&1,63967,154.128.125.139,4271.45,1,1,27,0,0,1,0,niedrig
BW-2025-00368,Sachbeschädigung,Fahrzeug,Mannheim,2025-05-31 14:00:00,Tablet,1&1,77713,206.184.200.15,5732.09,3,1,39,1,0,1,0,mittel
BW-2025-00369,Cybercrime,Online-Plattform,Pforzheim,2025-02-16 17:00:00,Tablet,Vodafone,93478,127.145.92.20,4265.31,1,2,39,0,0,1,0,mittel
BW-2025-00370,Körperverletzung,Online-Plattform,Heilbronn,2025-01-14 05:00:00,Android Smartphone,O2,23405,83.56.168.136,104.17,3,3,17,0,0,0,0,mittel
BW-2025-00371,Einbruchdiebstahl,keines,Stuttgart,2025-04-13 20:00:00,Android Smartphone,Telekom,65082,90.195.125.78,5422.33,3,0,50,0,1,0,1,mittel
BW-2025-00372,Körperverletzung,Phishing-Mail,Heilbronn,2025-02-24 18:00:00,iPhone,O2,19356,150.14.160.185,5505.69,1,0,30,0,0,1,1,niedrig
BW-2025-00373,Einbruchdiebstahl,Fahrzeug,Pforzheim,2025-03-25 06:00:00,Tablet,Telekom,14392,61.253.115.197,0.0,1,1,29,0,1,1,0,niedrig
BW-2025-00374,Diebstahl,Fahrzeug,Heilbronn,2025-08-09 13:00:00,Tablet,O2,73075,174.118.12.45,2004.36,1,2,19,0,0,0,1,mittel
BW-2025-00375,Raub,Phishing-Mail,Stuttgart,2025-06-11 02:00:00,Android Smartphone,Telekom,46188,160.174.177.139,4368.57,2,2,7,1,1,0,0,mittel
BW-2025-00376,Sachbeschädigung,Fahrzeug,Stuttgart,2025-04-16 19:00:00,iPhone,1&1,75525,34.102.23.149,1880.89,3,4,43,1,0,0,0,hoch
BW-2025-00377,Drogenhandel,Smartphone,Stuttgart,2025-03-15 07:00:00,Laptop,Vodafone,83184,212.223.48.30,4468.24,2,1,41,0,1,0,1,mittel
BW-2025-00378,Drogenhandel,keines,Heidelberg,2025-09-02 12:00:00,iPhone,1&1,67344,154.28.63.160,2575.33,2,2,18,0,1,0,1,mittel
BW-2025-00379,Körperverletzung,Fahrzeug,Mannheim,2025-08-09 23:00:00,Desktop PC,O2,79617,50.175.191.249,8572.27,2,2,28,1,1,0,0,mittel
BW-2025-00380,Cybercrime,Online-Plattform,Freiburg,2025-12-12 09:00:00,Tablet,Telekom,91290,72.33.29.175,0.0,2,3,20,1,0,0,1,mittel
BW-2025-00381,Diebstahl,Messer,Heidelberg,2025-04-16 05:00:00,Desktop PC,1&1,24478,35.164.64.189,199.3,2,1,33,1,1,1,1,mittel
BW-2025-00382,Diebstahl,Smartphone,Mannheim,2025-05-18 22:00:00,Android Smartphone,Telekom,14170,157.45.218.182,6728.05,1,1,41,0,1,0,0,mittel
BW-2025-00383,Sachbeschädigung,keines,Pforzheim,2025-05-31 16:00:00,iPhone,O2,20480,130.210.185.79,8795.92,1,0,40,0,0,0,1,mittel
BW-2025-00384,Betrug,Phishing-Mail,Ulm,2025-07-01 11:00:00,Laptop,Telekom,38298,143.252.252.176,10514.57,2,1,6,0,0,1,0,mittel
BW-2025-00385,Diebstahl,Fahrzeug,Ulm,2025-12-26 05:00:00,Android Smartphone,Vodafone,93705,158.153.173.21,8384.84,1,1,22,0,0,1,0,mittel
BW-2025-00386,Körperverletzung,Messer,Karlsruhe,2025-10-02 03:00:00,Android Smartphone,Vodafone,51307,151.210.33.111,0.0,2,2,20,1,0,1,1,mittel
BW-2025-00387,Drogenhandel,Messer,Ulm,2025-05-27 00:00:00,Laptop,Vodafone,68654,112.167.186.48,956.15,1,3,0,1,1,1,1,mittel
BW-2025-00388,Betrug,Online-Plattform,Stuttgart,2025-07-26 01:00:00,Desktop PC,Vodafone,51275,16.142.56.158,5650.76,2,1,49,0,1,0,0,mittel
BW-2025-00389,Cybercrime,Brecheisen,Karlsruhe,2025-08-31 19:00:00,iPhone,1&1,86304,74.246.159.65,10564.92,1,0,14,0,0,1,1,mittel
BW-2025-00390,Cybercrime,Online-Plattform,Karlsruhe,2025-05-29 10:00:00,Desktop PC,1&1,73999,222.97.107.58,0.0,3,1,44,0,1,1,0,niedrig
BW-2025-00391,Diebstahl,Online-Plattform,Stuttgart,2025-02-23 13:00:00,Desktop PC,1&1,64594,41.219.190.113,516.64,4,1,49,0,1,1,1,mittel
BW-2025-00392,Raub,Smartphone,Ulm,2025-12-24 23:00:00,iPhone,O2,75850,189.160.247.120,9939.49,4,2,14,0,1,0,1,hoch
BW-2025-00393,Einbruchdiebstahl,Smartphone,Ulm,2025-06-01 14:00:00,Tablet,Telekom,27326,97.15.30.45,188.45,3,2,5,1,1,1,0,mittel
BW-2025-00394,Körperverletzung,Smartphone,Ulm,2025-09-30 01:00:00,Laptop,Telekom,83308,61.183.61.128,2234.17,1,3,31,1,0,0,1,mittel
BW-2025-00395,Sachbeschädigung,Fahrzeug,Heidelberg,2025-07-01 18:00:00,Android Smartphone,Telekom,98047,116.224.131.112,0.0,2,1,27,1,1,0,0,niedrig
BW-2025-00396,Drogenhandel,Phishing-Mail,Heidelberg,2025-01-17 12:00:00,Laptop,O2,91681,48.84.92.26,2627.94,2,4,28,1,0,1,1,hoch
BW-2025-00397,Betrug,Fahrzeug,Heidelberg,2025-02-28 13:00:00,Laptop,Vodafone,47707,14.132.6.97,11378.13,1,1,21,0,0,0,0,mittel
BW-2025-00398,Diebstahl,Online-Plattform,Heilbronn,2025-08-15 13:00:00,Tablet,Telekom,81932,134.167.157.5,8163.34,1,1,39,0,0,0,1,mittel
BW-2025-00399,Einbruchdiebstahl,Smartphone,Ulm,2025-06-24 09:00:00,Desktop PC,Telekom,90997,80.114.179.133,0.0,2,1,3,0,0,1,0,niedrig
BW-2025-00400,Körperverletzung,Smartphone,Karlsruhe,2025-09-03 21:00:00,Tablet,O2,40299,108.117.162.87,625.0,2,1,32,0,0,1,1,niedrig
BW-2025-00401,Diebstahl,Phishing-Mail,Heilbronn,2025-05-08 06:00:00,Desktop PC,Telekom,42426,146.135.195.244,7648.34,2,1,19,0,1,0,0,mittel
BW-2025-00402,Drogenhandel,keines,Ulm,2025-08-25 17:00:00,Android Smartphone,Telekom,75700,81.159.245.98,2135.5,3,1,3,1,1,1,0,mittel
BW-2025-00403,Cybercrime,Messer,Stuttgart,2025-06-03 23:00:00,Desktop PC,O2,21507,197.218.12.148,3925.59,1,1,24,0,1,1,0,niedrig
BW-2025-00404,Raub,Messer,Heidelberg,2025-10-19 03:00:00,Desktop PC,Vodafone,37100,178.8.114.128,7050.8,2,0,8,1,1,1,0,mittel
BW-2025-00405,Raub,Brecheisen,Pforzheim,2025-10-21 14:00:00,Desktop PC,Vodafone,83051,147.112.42.231,0.0,2,3,46,0,0,1,0,mittel
BW-2025-00406,Diebstahl,Brecheisen,Freiburg,2025-08-06 13:00:00,Android Smartphone,Telekom,93472,200.3.211.59,2549.31,1,0,17,1,1,1,1,niedrig
BW-2025-00407,Einbruchdiebstahl,Fahrzeug,Karlsruhe,2025-01-18 21:00:00,Android Smartphone,Vodafone,13418,102.248.141.29,4597.6,1,0,5,1,0,0,0,niedrig
BW-2025-00408,Körperverletzung,Brecheisen,Heilbronn,2025-09-22 12:00:00,Laptop,Vodafone,35330,68.237.8.0,7111.13,1,2,2,1,1,0,0,mittel
BW-2025-00409,Sachbeschädigung,Smartphone,Pforzheim,2025-05-19 11:00:00,Tablet,Vodafone,90879,136.108.229.195,632.65,2,0,44,0,0,0,1,niedrig
BW-2025-00410,Drogenhandel,keines,Heidelberg,2025-01-29 13:00:00,Tablet,1&1,78242,38.252.39.12,0.0,3,2,28,1,1,1,0,mittel
BW-2025-00411,Körperverletzung,Smartphone,Heidelberg,2025-01-27 19:00:00,Desktop PC,1&1,67613,112.229.241.63,4111.85,2,2,19,1,0,0,1,mittel
BW-2025-00412,Cybercrime,keines,Mannheim,2025-02-07 05:00:00,Tablet,O2,75622,39.248.208.63,0.0,1,2,11,0,1,1,0,niedrig
BW-2025-00413,Einbruchdiebstahl,Messer,Ulm,2025-01-18 00:00:00,Laptop,1&1,21820,75.5.100.184,0.0,2,1,20,0,1,0,1,niedrig
BW-2025-00414,Einbruchdiebstahl,Laptop,Karlsruhe,2025-09-05 18:00:00,iPhone,1&1,82134,108.111.118.10,3359.97,2,1,2,0,1,0,1,mittel
BW-2025-00415,Einbruchdiebstahl,Phishing-Mail,Mannheim,2025-05-03 02:00:00,Android Smartphone,Vodafone,68491,84.237.133.110,1079.59,1,0,40,0,1,1,1,niedrig
BW-2025-00416,Einbruchdiebstahl,Laptop,Mannheim,2025-06-22 18:00:00,Android Smartphone,Telekom,81237,217.181.87.172,3902.56,3,1,0,0,1,1,1,mittel
BW-2025-00417,Körperverletzung,Fahrzeug,Heidelberg,2025-11-06 18:00:00,Desktop PC,1&1,42075,151.30.148.100,4929.67,2,0,17,1,1,0,0,mittel
BW-2025-00418,Raub,Smartphone,Mannheim,2025-08-27 06:00:00,Android Smartphone,Telekom,53399,33.115.174.251,4707.67,4,0,3,0,0,0,1,mittel
BW-2025-00419,Diebstahl,Messer,Mannheim,2025-05-02 02:00:00,Android Smartphone,O2,49229,93.164.115.249,0.0,1,0,23,1,1,0,0,niedrig
BW-2025-00420,Sachbeschädigung,Laptop,Ulm,2025-07-19 21:00:00,Desktop PC,Telekom,53150,145.236.237.153,982.29,4,1,26,1,0,0,1,mittel
BW-2025-00421,Raub,Fahrzeug,Stuttgart,2025-11-27 04:00:00,iPhone,Telekom,78864,158.60.141.0,0.0,2,2,39,1,1,1,1,mittel
BW-2025-00422,Drogenhandel,Brecheisen,Heilbronn,2025-12-03 05:00:00,Desktop PC,1&1,10207,41.66.210.184,93.16,1,0,1,0,0,1,0,niedrig
BW-2025-00423,Körperverletzung,Laptop,Heidelberg,2025-10-10 15:00:00,Desktop PC,1&1,11480,174.255.143.210,8228.7,1,1,12,0,1,1,0,mittel
BW-2025-00424,Cybercrime,Online-Plattform,Karlsruhe,2025-12-12 21:00:00,Laptop,O2,54742,112.99.125.31,1377.87,2,3,46,1,0,0,1,mittel
BW-2025-00425,Betrug,Brecheisen,Heidelberg,2025-11-24 01:00:00,Laptop,O2,30366,171.144.54.13,2725.3,1,2,29,1,0,0,1,mittel
BW-2025-00426,Drogenhandel,keines,Ulm,2025-08-04 09:00:00,iPhone,O2,18678,49.56.216.190,4344.39,1,2,17,0,0,1,1,mittel
BW-2025-00427,Betrug,Phishing-Mail,Ulm,2025-09-23 22:00:00,Desktop PC,Vodafone,14145,80.128.218.194,0.0,2,3,26,0,0,1,1,mittel
BW-2025-00428,Diebstahl,keines,Heidelberg,2025-07-26 14:00:00,Laptop,1&1,59049,211.242.22.193,6444.26,2,1,2,0,1,0,0,mittel
BW-2025-00429,Raub,Laptop,Heilbronn,2025-11-26 11:00:00,Desktop PC,Telekom,78632,90.115.171.28,7421.58,2,1,49,0,0,1,1,mittel
BW-2025-00430,Drogenhandel,Brecheisen,Karlsruhe,2025-05-21 01:00:00,Desktop PC,Vodafone,10538,90.156.120.191,1805.04,2,1,2,0,1,1,0,niedrig
BW-2025-00431,Diebstahl,Phishing-Mail,Heilbronn,2025-12-22 09:00:00,iPhone,Telekom,52058,62.87.155.39,540.72,1,2,12,1,0,1,0,mittel
BW-2025-00432,Cybercrime,Online-Plattform,Freiburg,2025-07-06 03:00:00,Tablet,Telekom,11999,170.121.82.40,12281.36,1,0,35,0,0,1,0,mittel
BW-2025-00433,Diebstahl,Fahrzeug,Freiburg,2025-07-05 00:00:00,Desktop PC,O2,19337,90.182.112.148,3861.84,2,2,39,0,1,0,0,mittel
BW-2025-00434,Drogenhandel,keines,Stuttgart,2025-11-18 08:00:00,Android Smartphone,Telekom,21287,120.44.219.249,0.0,2,2,25,0,0,1,0,niedrig
BW-2025-00435,Einbruchdiebstahl,keines,Freiburg,2025-05-16 06:00:00,Laptop,O2,71377,35.230.58.85,3147.26,1,3,29,0,1,0,0,mittel
BW-2025-00436,Cybercrime,keines,Heilbronn,2025-04-09 02:00:00,Android Smartphone,Vodafone,97186,95.144.95.121,0.0,2,3,50,1,1,1,0,mittel
BW-2025-00437,Drogenhandel,keines,Heilbronn,2025-11-21 11:00:00,iPhone,Telekom,32387,83.66.4.213,1633.52,1,2,49,0,1,1,1,mittel
BW-2025-00438,Drogenhandel,Brecheisen,Karlsruhe,2025-08-11 11:00:00,Tablet,Telekom,87402,116.215.84.39,8836.48,2,1,15,0,1,1,1,mittel
BW-2025-00439,Raub,Brecheisen,Heilbronn,2025-08-21 14:00:00,Tablet,Telekom,81372,188.178.181.248,6782.79,2,0,15,0,1,1,1,mittel
BW-2025-00440,Einbruchdiebstahl,Laptop,Heilbronn,2025-08-11 02:00:00,iPhone,1&1,63188,28.209.206.80,456.22,1,1,38,0,1,0,1,niedrig
BW-2025-00441,Diebstahl,Messer,Freiburg,2025-03-03 19:00:00,Tablet,Telekom,96623,49.51.12.67,6436.16,3,1,28,0,0,0,0,mittel
BW-2025-00442,Cybercrime,Messer,Heilbronn,2025-08-05 03:00:00,Android Smartphone,Vodafone,21703,160.45.152.108,2536.4,3,2,0,1,1,1,1,mittel
BW-2025-00443,Sachbeschädigung,Brecheisen,Pforzheim,2025-02-06 06:00:00,iPhone,O2,14087,71.56.195.240,0.0,3,1,27,0,1,0,1,mittel
BW-2025-00444,Sachbeschädigung,Phishing-Mail,Ulm,2025-10-25 02:00:00,Tablet,1&1,34671,153.48.27.204,4274.8,1,0,24,0,0,1,0,niedrig
BW-2025-00445,Drogenhandel,Messer,Mannheim,2025-04-02 16:00:00,Laptop,Vodafone,73792,179.109.226.81,708.62,2,2,27,0,0,0,0,niedrig
BW-2025-00446,Einbruchdiebstahl,Laptop,Mannheim,2025-10-18 14:00:00,Tablet,1&1,60425,101.245.106.35,0.0,1,0,14,0,1,1,1,niedrig
BW-2025-00447,Einbruchdiebstahl,Messer,Stuttgart,2025-06-11 14:00:00,Desktop PC,1&1,14963,156.114.64.35,7629.07,1,5,30,1,1,1,0,hoch
BW-2025-00448,Drogenhandel,Laptop,Heilbronn,2025-12-26 08:00:00,iPhone,Vodafone,42142,131.242.150.28,4227.14,2,1,40,1,1,0,0,mittel
BW-2025-00449,Diebstahl,Online-Plattform,Stuttgart,2025-11-17 01:00:00,Laptop,Telekom,56257,215.88.91.96,0.0,1,2,18,1,1,1,1,mittel
BW-2025-00450,Cybercrime,Brecheisen,Stuttgart,2025-06-27 19:00:00,Desktop PC,O2,96025,85.176.86.153,591.02,2,2,47,0,1,0,0,mittel
BW-2025-00451,Betrug,Online-Plattform,Heilbronn,2025-12-12 03:00:00,iPhone,Vodafone,90713,82.237.198.221,1041.5,2,3,17,0,1,1,0,mittel
BW-2025-00452,Cybercrime,Smartphone,Karlsruhe,2025-04-14 04:00:00,Desktop PC,Vodafone,40958,135.35.158.188,6998.98,1,1,11,1,1,0,1,mittel
BW-2025-00453,Betrug,Phishing-Mail,Karlsruhe,2025-12-05 13:00:00,Android Smartphone,Vodafone,93568,53.211.19.111,4527.82,1,1,13,1,1,0,1,mittel
BW-2025-00454,Drogenhandel,Smartphone,Pforzheim,2025-04-25 09:00:00,iPhone,Telekom,72425,202.3.184.194,0.0,1,1,48,1,1,1,1,niedrig
BW-2025-00455,Raub,Messer,Ulm,2025-04-10 02:00:00,Tablet,O2,60070,184.177.190.122,7725.5,1,0,20,1,0,1,1,mittel
BW-2025-00456,Betrug,Laptop,Freiburg,2025-08-17 16:00:00,Tablet,O2,95766,160.140.156.253,7276.38,3,1,25,1,1,0,1,mittel
BW-2025-00457,Körperverletzung,Fahrzeug,Heidelberg,2025-05-03 19:00:00,Desktop PC,O2,11567,116.71.153.116,2529.98,2,1,6,1,0,0,0,mittel
BW-2025-00458,Diebstahl,keines,Freiburg,2025-06-21 23:00:00,Android Smartphone,O2,17455,163.25.119.73,3315.23,3,0,42,0,0,0,0,niedrig
BW-2025-00459,Raub,Laptop,Karlsruhe,2025-09-14 15:00:00,iPhone,Vodafone,48609,130.138.102.159,4563.89,3,0,42,0,0,0,1,niedrig
BW-2025-00460,Diebstahl,keines,Pforzheim,2025-06-25 16:00:00,Tablet,O2,60174,110.122.169.153,7388.39,2,2,21,0,0,1,0,mittel
BW-2025-00461,Betrug,Online-Plattform,Pforzheim,2025-02-17 09:00:00,Android Smartphone,1&1,94604,136.247.119.145,0.0,1,2,6,1,0,1,0,mittel
BW-2025-00462,Einbruchdiebstahl,Messer,Heidelberg,2025-10-29 10:00:00,Desktop PC,Telekom,19229,157.67.163.1,2381.48,3,2,46,1,0,0,0,mittel
BW-2025-00463,Cybercrime,keines,Stuttgart,2025-01-01 14:00:00,Tablet,Vodafone,53231,111.46.58.22,0.0,2,1,36,0,1,1,0,niedrig
BW-2025-00464,Betrug,keines,Heilbronn,2025-02-17 20:00:00,Tablet,1&1,25886,156.54.229.48,1845.35,1,4,34,0,0,1,1,mittel
BW-2025-00465,Drogenhandel,Phishing-Mail,Pforzheim,2025-03-03 21:00:00,Tablet,Telekom,48005,176.213.187.249,198.08,2,0,12,1,1,0,1,niedrig
BW-2025-00466,Einbruchdiebstahl,Smartphone,Ulm,2025-09-24 07:00:00,Android Smartphone,O2,92941,123.31.179.234,1021.85,1,0,47,0,1,1,0,niedrig
BW-2025-00467,Raub,Brecheisen,Stuttgart,2025-06-12 19:00:00,Android Smartphone,Telekom,75494,147.176.75.119,1068.14,1,2,28,1,1,0,1,mittel
BW-2025-00468,Betrug,Smartphone,Freiburg,2025-01-30 05:00:00,iPhone,O2,98877,148.92.22.127,5034.15,1,1,9,1,0,0,1,mittel
BW-2025-00469,Raub,Laptop,Stuttgart,2025-01-14 00:00:00,Android Smartphone,1&1,11882,55.24.130.201,2077.79,2,0,40,1,0,0,0,niedrig
BW-2025-00470,Betrug,Online-Plattform,Karlsruhe,2025-02-13 15:00:00,Tablet,Vodafone,18271,216.240.170.186,1608.56,1,2,12,0,0,1,0,niedrig
BW-2025-00471,Sachbeschädigung,Phishing-Mail,Ulm,2025-04-04 18:00:00,Laptop,Telekom,53975,27.47.79.92,4698.08,2,1,7,1,0,0,0,mittel
BW-2025-00472,Cybercrime,Brecheisen,Ulm,2025-04-23 15:00:00,Android Smartphone,O2,23102,213.130.103.48,0.0,2,1,40,1,0,0,0,niedrig
BW-2025-00473,Sachbeschädigung,Brecheisen,Stuttgart,2025-01-05 08:00:00,Tablet,Telekom,64555,188.137.114.127,2916.49,3,2,50,0,0,0,1,mittel
BW-2025-00474,Körperverletzung,Brecheisen,Heidelberg,2025-12-24 02:00:00,Android Smartphone,O2,90024,188.17.132.231,0.0,1,1,2,1,1,0,0,niedrig
