case_id,deliktart,tatmittel,tatort_stadt,tatort_urban,tatzeit,tatzeit_nacht,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,netzwerk_score,vorplanungszeit_h,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00276,Einbruchdiebstahl,Online-Plattform,Mannheim,1,2025-02-16 23:00:00,1,Laptop,1&1,24230,15.61.114.219,14082.52,2,3,69,0.808,27.01,0,1,1,0,hoch
BW-2025-00277,Raub,Messer,Mannheim,1,2025-05-02 02:00:00,1,Desktop PC,Telekom,73208,179.205.244.77,1156.8,2,1,32,0.368,9.08,1,0,0,0,mittel
BW-2025-00278,Einbruchdiebstahl,Smartphone,Ulm,0,2025-09-10 20:00:00,0,Desktop PC,1&1,59969,100.187.137.0,544.14,1,0,16,0.346,1.57,0,1,0,1,niedrig
BW-2025-00279,Diebstahl,Messer,Mannheim,1,2025-06-08 17:00:00,0,Laptop,1&1,34775,12.102.114.33,1710.99,3,2,27,0.429,14.96,0,1,1,1,mittel
BW-2025-00280,Betrug,Laptop,Stuttgart,1,2025-08-04 15:00:00,0,Tablet,Vodafone,65846,177.205.174.60,3584.83,1,0,18,0.588,13.68,1,1,0,0,mittel
BW-2025-00281,Cybercrime,Online-Plattform,Ulm,0,2025-07-08 02:00:00,1,Desktop PC,O2,33425,105.198.70.235,9777.54,3,5,40,0.961,34.76,1,0,1,1,hoch
BW-2025-00282,Körperverletzung,Online-Plattform,Pforzheim,0,2025-09-29 18:00:00,0,Desktop PC,O2,31206,36.171.220.21,1335.53,1,3,15,0.396,4.7,0,0,0,1,mittel
BW-2025-00283,Raub,Messer,Freiburg,1,2025-04-20 17:00:00,0,Desktop PC,Telekom,71822,164.169.175.106,402.37,1,1,10,0.321,4.03,1,0,0,0,niedrig
BW-2025-00284,Sachbeschädigung,Laptop,Karlsruhe,1,2025-09-11 03:00:00,1,Laptop,Vodafone,90473,178.251.25.151,513.8,1,0,17,0.303,1.63,0,0,1,1,niedrig
BW-2025-00285,Cybercrime,Smartphone,Mannheim,1,2025-01-08 07:00:00,0,Tablet,1&1,88579,141.179.67.132,521.23,1,0,13,0.297,4.96,0,1,0,0,niedrig
BW-2025-00286,Raub,Brecheisen,Stuttgart,1,2025-01-01 04:00:00,1,Laptop,Vodafone,56285,182.110.248.221,4301.77,1,0,29,0.385,3.4,0,0,1,1,mittel
BW-2025-00287,Sachbeschädigung,Messer,Heidelberg,0,2025-02-16 20:00:00,0,Desktop PC,Telekom,46242,68.238.128.171,13114.73,2,8,56,0.756,24.42,0,1,1,1,hoch
BW-2025-00288,Raub,keines,Ulm,0,2025-06-28 05:00:00,1,Desktop PC,Telekom,75951,86.84.22.112,456.62,1,0,7,0.393,0.55,0,1,0,0,niedrig
BW-2025-00289,Drogenhandel,Laptop,Pforzheim,0,2025-10-30 06:00:00,0,Desktop PC,O2,70142,185.124.253.20,2197.01,2,2,30,0.583,14.67,1,1,0,1,mittel
BW-2025-00290,Körperverletzung,Smartphone,Heilbronn,1,2025-02-16 02:00:00,1,iPhone,O2,64057,101.100.132.94,3811.3,2,4,33,0.649,4.35,1,0,0,1,mittel
BW-2025-00291,Betrug,Online-Plattform,Heidelberg,0,2025-09-30 08:00:00,0,Laptop,Telekom,51139,101.129.118.42,10469.15,5,1,62,0.788,21.45,1,0,0,1,hoch
BW-2025-00292,Raub,Online-Plattform,Mannheim,1,2025-05-17 07:00:00,0,Android Smartphone,1&1,40042,62.232.130.73,0.0,2,0,18,0.28,0.32,0,0,1,0,niedrig
BW-2025-00293,Raub,Phishing-Mail,Mannheim,1,2025-02-23 13:00:00,0,iPhone,Telekom,58653,169.228.16.93,81.14,1,2,18,0.338,0.17,1,0,0,1,niedrig
BW-2025-00294,Drogenhandel,keines,Pforzheim,0,2025-12-15 22:00:00,1,Tablet,Vodafone,17097,145.150.153.1,3105.08,3,0,34,0.388,8.86,1,1,0,0,mittel
BW-2025-00295,Sachbeschädigung,keines,Stuttgart,1,2025-09-26 18:00:00,0,Desktop PC,O2,51373,187.112.26.83,3272.38,3,0,17,0.632,13.55,0,1,0,1,mittel
BW-2025-00296,Betrug,Smartphone,Heidelberg,0,2025-08-11 03:00:00,1,Tablet,Telekom,41082,79.247.240.26,3979.92,4,1,26,0.486,4.65,1,1,0,1,mittel
BW-2025-00297,Körperverletzung,Phishing-Mail,Freiburg,1,2025-10-17 09:00:00,0,Android Smartphone,1&1,62506,82.149.205.29,1520.04,1,0,33,0.478,12.47,0,1,1,1,mittel
BW-2025-00298,Körperverletzung,Brecheisen,Mannheim,1,2025-03-10 04:00:00,1,Desktop PC,Vodafone,35698,48.86.3.212,1640.94,2,0,8,0.215,2.44,1,0,1,1,niedrig
BW-2025-00299,Einbruchdiebstahl,keines,Stuttgart,1,2025-12-08 01:00:00,1,Android Smartphone,1&1,42895,154.232.78.32,10696.94,3,4,54,0.601,11.51,0,1,1,1,hoch
BW-2025-00300,Betrug,Messer,Karlsruhe,1,2025-05-28 02:00:00,1,Android Smartphone,Telekom,53864,77.128.58.160,1283.94,1,0,14,0.391,1.66,1,1,0,1,niedrig
BW-2025-00301,Drogenhandel,Phishing-Mail,Pforzheim,0,2025-10-09 02:00:00,1,Laptop,Telekom,47304,101.232.109.24,890.52,2,1,31,0.507,3.07,0,1,0,0,mittel
BW-2025-00302,Drogenhandel,keines,Heilbronn,1,2025-07-15 14:00:00,0,iPhone,1&1,65288,172.155.34.74,13337.92,2,4,66,0.714,41.09,1,0,0,1,hoch
BW-2025-00303,Sachbeschädigung,Laptop,Karlsruhe,1,2025-06-05 19:00:00,0,Android Smartphone,O2,89349,176.7.104.151,1422.94,1,0,11,0.248,3.51,1,1,1,1,niedrig
BW-2025-00304,Sachbeschädigung,Online-Plattform,Heilbronn,1,2025-10-10 14:00:00,0,Laptop,1&1,40753,180.122.79.78,374.96,1,0,16,0.365,3.35,0,0,0,0,niedrig
BW-2025-00305,Cybercrime,Laptop,Heidelberg,0,2025-03-12 07:00:00,0,Android Smartphone,1&1,13455,208.91.233.93,12365.97,2,5,59,0.703,12.26,0,0,1,0,hoch
BW-2025-00306,Sachbeschädigung,Laptop,Karlsruhe,1,2025-02-27 13:00:00,0,Laptop,Vodafone,47247,124.114.246.54,1767.33,2,0,18,0.34,3.31,1,1,0,0,niedrig
BW-2025-00307,Einbruchdiebstahl,Brecheisen,Mannheim,1,2025-09-01 14:00:00,0,iPhone,Telekom,81898,124.225.91.159,916.04,1,0,5,0.121,0.4,1,1,1,1,niedrig
BW-2025-00308,Einbruchdiebstahl,Brecheisen,Heilbronn,1,2025-12-24 08:00:00,0,Desktop PC,1&1,21738,124.29.193.221,3767.89,2,2,25,0.539,9.03,1,1,1,0,mittel
BW-2025-00309,Cybercrime,Phishing-Mail,Ulm,0,2025-07-27 05:00:00,1,Laptop,Vodafone,47586,131.29.91.108,2548.12,1,3,22,0.628,11.34,0,0,0,1,mittel
BW-2025-00310,Betrug,keines,Heilbronn,1,2025-10-21 20:00:00,0,Laptop,Telekom,34716,116.103.133.134,0.0,3,0,29,0.317,4.48,1,0,0,1,mittel
BW-2025-00311,Sachbeschädigung,Messer,Heidelberg,0,2025-09-16 07:00:00,0,Android Smartphone,1&1,91962,72.83.236.67,0.0,2,1,16,0.216,4.26,0,1,0,1,niedrig
BW-2025-00312,Cybercrime,Online-Plattform,Pforzheim,0,2025-02-16 17:00:00,0,Tablet,Vodafone,93478,127.145.92.20,1892.05,2,3,17,0.48,9.95,0,0,1,0,mittel
BW-2025-00313,Körperverletzung,Online-Plattform,Heilbronn,1,2025-01-14 05:00:00,1,Android Smartphone,O2,23405,83.56.168.136,584.59,1,1,15,0.28,3.53,0,0,0,0,niedrig
BW-2025-00314,Cybercrime,Brecheisen,Heilbronn,1,2025-03-03 13:00:00,0,iPhone,Vodafone,54815,118.149.12.29,1519.82,3,0,19,0.558,3.54,0,0,1,0,mittel
BW-2025-00315,Cybercrime,keines,Freiburg,1,2025-08-14 10:00:00,0,Tablet,Telekom,61435,29.70.68.116,936.59,1,0,7,0.202,0.36,0,0,0,1,niedrig
BW-2025-00316,Körperverletzung,Brecheisen,Heidelberg,0,2025-01-09 14:00:00,0,Laptop,1&1,42396,199.212.153.117,474.84,1,2,34,0.532,9.72,0,0,1,1,mittel
BW-2025-00317,Betrug,Fahrzeug,Heilbronn,1,2025-11-19 18:00:00,0,iPhone,Vodafone,92465,197.109.190.216,9111.81,3,1,56,0.664,10.89,1,1,1,0,hoch
BW-2025-00318,Betrug,Laptop,Pforzheim,0,2025-05-16 15:00:00,0,Tablet,O2,40928,173.6.82.124,2611.81,3,2,24,0.45,8.69,1,0,0,0,mittel
BW-2025-00319,Sachbeschädigung,Phishing-Mail,Stuttgart,1,2025-03-23 16:00:00,0,Android Smartphone,O2,86162,211.145.213.93,3188.63,2,1,29,0.361,3.37,1,0,0,0,mittel
BW-2025-00320,Körperverletzung,Brecheisen,Freiburg,1,2025-04-18 15:00:00,0,iPhone,Vodafone,17834,102.3.52.216,2972.54,2,1,33,0.442,12.92,1,0,1,0,mittel
BW-2025-00321,Einbruchdiebstahl,Laptop,Mannheim,1,2025-08-05 05:00:00,1,Tablet,Vodafone,59514,102.176.221.118,283.96,1,0,19,0.181,4.83,1,1,0,0,niedrig
BW-2025-00322,Einbruchdiebstahl,Online-Plattform,Stuttgart,1,2025-07-21 04:00:00,1,Tablet,1&1,52425,198.126.185.121,0.0,2,0,12,0.4,0.75,1,0,0,1,niedrig
BW-2025-00323,Körperverletzung,Online-Plattform,Mannheim,1,2025-11-03 18:00:00,0,iPhone,Vodafone,10094,209.162.142.78,486.86,1,1,6,0.287,2.85,1,1,1,1,niedrig
BW-2025-00324,Sachbeschädigung,Brecheisen,Stuttgart,1,2025-06-13 00:00:00,1,Desktop PC,O2,78690,185.231.199.165,62.27,1,0,16,0.356,3.55,1,0,1,0,niedrig
BW-2025-00325,Körperverletzung,Brecheisen,Pforzheim,0,2025-08-08 20:00:00,0,Laptop,1&1,27009,56.187.69.189,5496.66,3,1,25,0.52,3.69,0,0,0,0,mittel
BW-2025-00326,Betrug,Fahrzeug,Karlsruhe,1,2025-03-09 09:00:00,0,Tablet,Vodafone,16433,104.201.96.151,7553.42,5,0,35,0.66,27.58,0,1,1,1,hoch
BW-2025-00327,Raub,Laptop,Stuttgart,1,2025-02-24 14:00:00,0,Android Smartphone,1&1,58374,214.83.240.190,791.92,1,1,14,0.247,2.61,1,0,1,1,niedrig
BW-2025-00328,Betrug,Online-Plattform,Stuttgart,1,2025-02-23 04:00:00,1,iPhone,O2,79685,109.165.14.236,1740.51,5,6,33,0.923,28.11,0,0,0,0,hoch
BW-2025-00329,Raub,Fahrzeug,Heidelberg,0,2025-10-11 10:00:00,0,Desktop PC,Vodafone,23644,53.180.3.246,4907.09,2,2,60,0.894,38.98,0,1,1,1,hoch
BW-2025-00330,Einbruchdiebstahl,Messer,Freiburg,1,2025-08-29 12:00:00,0,Android Smartphone,1&1,93000,121.59.5.7,847.4,2,1,16,0.341,1.39,1,1,1,1,niedrig
BW-2025-00331,Drogenhandel,Fahrzeug,Heidelberg,0,2025-09-03 18:00:00,0,Tablet,O2,14543,83.211.210.206,4429.69,2,1,15,0.437,10.59,1,1,1,0,mittel
BW-2025-00332,Betrug,Brecheisen,Pforzheim,0,2025-06-01 11:00:00,0,iPhone,O2,82569,141.226.176.45,908.35,1,1,11,0.246,0.39,0,1,0,1,niedrig
BW-2025-00333,Einbruchdiebstahl,Laptop,Stuttgart,1,2025-04-17 13:00:00,0,Tablet,O2,40539,76.153.50.46,0.0,1,0,7,0.265,3.16,0,1,1,0,niedrig
BW-2025-00334,Cybercrime,Laptop,Ulm,0,2025-02-22 16:00:00,0,Desktop PC,Vodafone,85527,220.203.192.146,1835.07,1,0,7,0.257,1.5,1,1,0,1,niedrig
BW-2025-00335,Diebstahl,Online-Plattform,Stuttgart,1,2025-02-23 13:00:00,0,Desktop PC,1&1,64594,41.219.190.113,3001.81,1,2,16,0.584,11.0,0,1,1,1,mittel
BW-2025-00336,Raub,Smartphone,Ulm,0,2025-12-24 23:00:00,1,iPhone,O2,75850,189.160.247.120,10705.98,3,2,56,0.609,32.16,0,1,0,1,hoch
BW-2025-00337,Raub,Brecheisen,Stuttgart,1,2025-12-11 13:00:00,0,Tablet,1&1,61684,48.228.36.3,3258.18,3,0,27,0.541,7.29,0,0,1,1,mittel
BW-2025-00338,Einbruchdiebstahl,Phishing-Mail,Karlsruhe,1,2025-09-30 12:00:00,0,Tablet,Telekom,27088,206.20.150.234,287.2,1,1,18,0.236,4.11,1,0,1,1,niedrig
BW-2025-00339,Einbruchdiebstahl,keines,Heidelberg,0,2025-05-14 20:00:00,0,Tablet,1&1,66369,93.203.26.224,6078.25,2,2,29,0.521,9.24,0,0,0,1,mittel
BW-2025-00340,Diebstahl,Laptop,Ulm,0,2025-08-26 18:00:00,0,Tablet,O2,49953,54.84.80.13,3588.62,1,1,28,0.653,12.89,0,1,1,0,mittel
BW-2025-00341,Drogenhandel,keines,Mannheim,1,2025-06-09 09:00:00,0,Tablet,Telekom,24728,200.85.56.199,221.42,2,0,13,0.1,2.56,0,1,0,0,niedrig
BW-2025-00342,Betrug,Fahrzeug,Mannheim,1,2025-08-23 08:00:00,0,Laptop,Telekom,12981,95.245.223.112,2508.16,2,1,19,0.676,3.99,0,1,1,1,mittel
BW-2025-00343,Raub,Fahrzeug,Heidelberg,0,2025-11-26 17:00:00,0,Desktop PC,O2,43483,54.154.17.142,9739.6,2,7,46,0.875,28.76,0,0,1,0,hoch
BW-2025-00344,Betrug,Online-Plattform,Heidelberg,0,2025-02-06 05:00:00,1,Desktop PC,O2,96556,80.116.152.202,5353.17,1,1,25,0.567,14.59,1,0,0,1,mittel
BW-2025-00345,Drogenhandel,Laptop,Stuttgart,1,2025-06-07 19:00:00,0,Laptop,1&1,88263,147.20.91.222,1416.92,3,0,33,0.554,14.99,1,0,1,1,mittel
BW-2025-00346,Diebstahl,Brecheisen,Heidelberg,0,2025-01-15 16:00:00,0,Desktop PC,1&1,74216,111.181.217.165,8985.97,2,3,43,0.908,10.11,0,0,1,1,hoch
BW-2025-00347,Einbruchdiebstahl,Smartphone,Freiburg,1,2025-07-26 09:00:00,0,Laptop,O2,60747,219.154.147.75,628.16,1,0,8,0.355,1.06,0,1,0,1,niedrig
BW-2025-00348,Betrug,Online-Plattform,Heidelberg,0,2025-09-26 04:00:00,1,Android Smartphone,O2,64700,72.136.73.56,7517.64,5,4,53,0.972,14.78,0,0,1,0,hoch
BW-2025-00349,Einbruchdiebstahl,Messer,Pforzheim,0,2025-11-03 15:00:00,0,Desktop PC,O2,28102,90.26.132.203,3207.45,1,2,25,0.447,3.7,0,0,0,0,mittel
BW-2025-00350,Einbruchdiebstahl,Messer,Mannheim,1,2025-08-05 17:00:00,0,Desktop PC,Vodafone,29073,197.33.226.105,824.55,1,0,9,0.306,1.21,0,0,0,1,niedrig
BW-2025-00351,Betrug,Phishing-Mail,Ulm,0,2025-10-30 10:00:00,0,Tablet,O2,27241,58.75.139.232,3264.73,2,0,17,0.462,9.37,1,0,0,0,mittel
BW-2025-00352,Betrug,Online-Plattform,Heidelberg,0,2025-06-07 15:00:00,0,Desktop PC,Vodafone,27575,139.152.88.13,2883.94,2,3,34,0.482,6.21,0,1,0,1,mittel
BW-2025-00353,Körperverletzung,Phishing-Mail,Mannheim,1,2025-11-20 11:00:00,0,Tablet,1&1,14224,115.153.76.132,534.82,1,1,14,0.331,4.04,0,0,0,0,niedrig
BW-2025-00354,Betrug,Online-Plattform,Ulm,0,2025-05-20 15:00:00,0,Android Smartphone,Vodafone,52584,128.33.170.24,587.58,1,0,9,0.203,3.7,0,0,1,1,niedrig
BW-2025-00355,Raub,Messer,Ulm,0,2025-08-02 14:00:00,0,iPhone,1&1,69886,222.182.239.27,11514.86,2,6,37,0.913,39.65,1,0,0,1,hoch
BW-2025-00356,Betrug,Fahrzeug,Ulm,0,2025-12-19 08:00:00,0,iPhone,1&1,62171,88.247.66.174,0.0,1,0,7,0.313,4.69,0,0,1,1,niedrig
BW-2025-00357,Cybercrime,keines,Mannheim,1,2025-02-07 05:00:00,1,Tablet,O2,75622,39.248.208.63,2070.1,4,0,26,0.323,14.49,0,1,1,0,mittel
BW-2025-00358,Einbruchdiebstahl,Brecheisen,Ulm,0,2025-11-04 19:00:00,0,Tablet,O2,69596,34.22.3.177,9083.55,3,2,55,0.678,15.35,0,0,1,0,hoch
BW-2025-00359,Cybercrime,Phishing-Mail,Mannheim,1,2025-03-19 22:00:00,1,iPhone,Telekom,77065,167.176.201.12,4922.47,2,1,22,0.554,7.66,1,1,0,1,mittel
BW-2025-00360,Einbruchdiebstahl,Messer,Ulm,0,2025-08-17 19:00:00,0,iPhone,Vodafone,16725,118.105.180.174,4319.93,4,3,60,0.883,12.36,0,0,0,0,hoch
BW-2025-00361,Cybercrime,Online-Plattform,Heilbronn,1,2025-03-22 06:00:00,0,Laptop,Vodafone,11600,128.105.154.239,298.91,2,0,6,0.191,3.81,0,0,0,1,niedrig
BW-2025-00362,Körperverletzung,keines,Stuttgart,1,2025-06-12 09:00:00,0,Desktop PC,1&1,67917,31.83.225.126,3683.43,2,5,17,0.366,8.35,0,1,1,1,mittel
BW-2025-00363,Betrug,Fahrzeug,Pforzheim,0,2025-02-03 09:00:00,0,Desktop PC,Vodafone,14813,48.55.65.228,3671.79,2,2,17,0.499,7.88,0,0,0,1,mittel
BW-2025-00364,Betrug,Online-Plattform,Freiburg,1,2025-03-16 08:00:00,0,iPhone,Telekom,90096,180.50.90.225,3046.53,2,0,19,0.475,10.12,1,0,0,1,mittel
BW-2025-00365,Einbruchdiebstahl,keines,Freiburg,1,2025-07-24 07:00:00,0,iPhone,Telekom,66010,151.235.172.87,3284.56,1,1,33,0.593,7.26,1,1,1,0,mittel
BW-2025-00366,Diebstahl,Online-Plattform,Heilbronn,1,2025-07-07 08:00:00,0,Android Smartphone,Telekom,90223,25.229.47.99,298.02,2,2,14,0.243,3.59,1,1,0,0,niedrig
BW-2025-00367,Diebstahl,Laptop,Heilbronn,1,2025-10-19 12:00:00,0,Desktop PC,O2,90516,155.8.205.201,4079.64,1,1,32,0.609,8.99,1,1,1,0,mittel
BW-2025-00368,Körperverletzung,keines,Heilbronn,1,2025-07-18 07:00:00,0,Android Smartphone,Vodafone,70933,171.30.49.245,3927.73,2,1,24,0.429,13.18,0,0,0,0,mittel
BW-2025-00369,Diebstahl,Fahrzeug,Ulm,0,2025-08-16 20:00:00,0,Tablet,Telekom,46913,76.33.129.163,2294.94,2,1,17,0.658,3.01,1,0,0,0,mittel
BW-2025-00370,Diebstahl,Online-Plattform,Pforzheim,0,2025-01-05 04:00:00,1,Desktop PC,O2,84569,168.177.189.94,2897.53,1,0,7,0.218,3.77,0,1,1,1,niedrig
BW-2025-00371,Betrug,Brecheisen,Heidelberg,0,2025-11-24 01:00:00,1,Laptop,O2,30366,171.144.54.13,0.0,2,1,8,0.272,2.08,1,0,0,1,niedrig
BW-2025-00372,Körperverletzung,Phishing-Mail,Heilbronn,1,2025-12-22 17:00:00,0,Tablet,Telekom,85680,186.124.125.43,317.62,2,1,12,0.185,4.75,1,1,0,0,niedrig
BW-2025-00373,Drogenhandel,Phishing-Mail,Karlsruhe,1,2025-01-22 06:00:00,0,Android Smartphone,O2,34560,163.94.126.137,689.63,3,3,21,0.658,14.36,1,1,0,1,mittel
BW-2025-00374,Diebstahl,Online-Plattform,Freiburg,1,2025-10-10 12:00:00,0,iPhone,O2,69232,88.121.19.44,2716.32,3,2,34,0.382,6.06,0,1,0,1,mittel
BW-2025-00375,Raub,Online-Plattform,Mannheim,1,2025-01-26 12:00:00,0,iPhone,O2,73263,139.3.143.38,4119.15,1,0,28,0.328,3.83,0,0,1,0,mittel
BW-2025-00376,Einbruchdiebstahl,Fahrzeug,Freiburg,1,2025-08-12 11:00:00,0,Tablet,O2,14791,128.153.43.10,3016.71,2,3,16,0.61,7.23,0,0,0,0,mittel
BW-2025-00377,Sachbeschädigung,Laptop,Stuttgart,1,2025-03-01 10:00:00,0,Laptop,Telekom,78233,207.36.98.119,837.91,2,0,9,0.185,2.13,1,1,0,0,niedrig
BW-2025-00378,Cybercrime,Smartphone,Pforzheim,0,2025-05-17 21:00:00,0,Android Smartphone,O2,67817,182.206.201.15,1214.14,1,0,14,0.16,1.02,0,1,1,1,niedrig
BW-2025-00379,Diebstahl,Online-Plattform,Mannheim,1,2025-03-20 03:00:00,1,Android Smartphone,O2,82006,92.136.58.38,8887.64,3,1,33,0.987,18.52,0,0,0,1,hoch
BW-2025-00380,Cybercrime,Brecheisen,Pforzheim,0,2025-04-27 22:00:00,1,Desktop PC,Vodafone,16648,44.76.135.177,13869.49,4,3,54,0.701,20.31,0,1,1,1,hoch
BW-2025-00381,Betrug,keines,Stuttgart,1,2025-02-06 17:00:00,0,iPhone,1&1,88134,162.190.223.49,2462.09,1,2,22,0.564,3.94,0,1,1,0,mittel
BW-2025-00382,Körperverletzung,Phishing-Mail,Pforzheim,0,2025-12-31 04:00:00,1,Laptop,Vodafone,71377,35.230.58.85,1881.3,1,0,19,0.255,1.34,0,1,0,0,niedrig
BW-2025-00383,Körperverletzung,Online-Plattform,Heilbronn,1,2025-06-02 18:00:00,0,Tablet,Vodafone,34032,190.25.241.141,7700.91,5,3,66,0.641,29.53,0,1,1,1,hoch
BW-2025-00384,Drogenhandel,Phishing-Mail,Heilbronn,1,2025-02-14 14:00:00,0,Tablet,Telekom,70455,54.185.166.97,0.0,2,4,15,0.349,4.5,1,0,1,1,mittel
BW-2025-00385,Cybercrime,Phishing-Mail,Mannheim,1,2025-10-04 22:00:00,1,Desktop PC,Telekom,79828,129.2.114.186,2373.33,3,0,23,0.378,7.14,0,1,0,1,mittel
BW-2025-00386,Sachbeschädigung,Messer,Heidelberg,0,2025-04-19 13:00:00,0,Desktop PC,Vodafone,37294,219.92.199.141,1063.7,2,1,11,0.265,1.56,1,1,0,1,niedrig
BW-2025-00387,Sachbeschädigung,Messer,Freiburg,1,2025-04-29 03:00:00,1,Desktop PC,Vodafone,52647,153.26.58.81,1574.84,1,0,8,0.215,0.13,0,1,0,1,niedrig
BW-2025-00388,Diebstahl,keines,Mannheim,1,2025-02-17 12:00:00,0,Laptop,1&1,94540,180.0.142.205,2928.51,3,4,30,0.724,28.33,0,1,1,1,hoch
BW-2025-00389,Betrug,Laptop,Heidelberg,0,2025-04-11 03:00:00,1,Android Smartphone,Telekom,90684,158.243.80.61,1052.33,1,1,16,0.187,4.36,0,1,1,1,niedrig
BW-2025-00390,Körperverletzung,Fahrzeug,Heidelberg,0,2025-07-27 21:00:00,0,Laptop,O2,90149,141.171.35.160,1435.96,1,0,12,0.381,4.25,1,1,0,0,niedrig
BW-2025-00391,Sachbeschädigung,Brecheisen,Pforzheim,0,2025-02-06 06:00:00,0,iPhone,O2,14087,71.56.195.240,3040.58,2,1,15,0.52,6.45,0,1,0,1,mittel
BW-2025-00392,Sachbeschädigung,Messer,Freiburg,1,2025-09-18 11:00:00,0,Tablet,1&1,28228,59.47.162.71,1455.94,1,1,28,0.542,5.97,1,0,0,1,mittel
BW-2025-00393,Sachbeschädigung,Phishing-Mail,Ulm,0,2025-03-27 16:00:00,0,Android Smartphone,O2,28873,195.169.176.20,6305.51,3,2,59,0.75,45.89,0,0,0,0,hoch
BW-2025-00394,Körperverletzung,Messer,Mannheim,1,2025-10-11 21:00:00,0,iPhone,Vodafone,76770,119.147.111.105,5080.89,3,1,33,0.614,10.21,1,1,0,1,mittel
BW-2025-00395,Körperverletzung,Messer,Freiburg,1,2025-10-17 23:00:00,1,Android Smartphone,Vodafone,63849,150.209.141.75,2959.07,1,1,19,0.692,9.67,0,1,0,1,mittel
BW-2025-00396,Drogenhandel,Smartphone,Stuttgart,1,2025-09-09 14:00:00,0,Desktop PC,1&1,78997,203.38.39.209,10364.51,2,2,32,0.682,28.36,0,1,0,0,hoch
BW-2025-00397,Cybercrime,keines,Karlsruhe,1,2025-06-17 09:00:00,0,Desktop PC,Telekom,55029,147.247.240.151,5312.56,2,3,58,0.97,12.6,1,0,1,0,hoch
BW-2025-00398,Betrug,keines,Heilbronn,1,2025-08-15 07:00:00,0,Desktop PC,1&1,31955,20.11.35.237,1859.43,1,0,7,0.295,1.34,1,1,1,1,niedrig
BW-2025-00399,Cybercrime,Online-Plattform,Stuttgart,1,2025-02-05 05:00:00,1,Tablet,Vodafone,20814,43.119.92.228,4217.09,1,2,18,0.4,3.02,1,0,1,1,mittel
BW-2025-00400,Diebstahl,Online-Plattform,Pforzheim,0,2025-07-07 21:00:00,0,Android Smartphone,O2,87564,200.44.244.235,2093.2,1,0,7,0.365,1.01,1,0,0,0,niedrig
BW-2025-00401,Einbruchdiebstahl,keines,Freiburg,1,2025-06-11 05:00:00,1,Android Smartphone,O2,21062,48.35.82.246,5496.48,2,2,18,0.675,9.5,1,0,0,1,mittel
BW-2025-00402,Einbruchdiebstahl,keines,Ulm,0,2025-10-28 11:00:00,0,Tablet,Vodafone,94182,78.175.108.70,12031.62,4,4,64,0.956,13.2,0,0,1,0,hoch
BW-2025-00403,Diebstahl,Smartphone,Mannheim,1,2025-11-22 02:00:00,1,Tablet,1&1,99589,191.162.182.153,3525.51,2,2,33,0.536,10.36,1,1,0,1,mittel
BW-2025-00404,Sachbeschädigung,keines,Pforzheim,0,2025-01-09 02:00:00,1,Android Smartphone,1&1,79501,185.208.251.87,1061.61,2,1,31,0.627,3.6,1,1,1,1,mittel
BW-2025-00405,Betrug,Laptop,Freiburg,1,2025-08-17 16:00:00,0,Tablet,O2,95766,160.140.156.253,5107.54,1,3,39,0.954,24.56,1,1,0,1,hoch
BW-2025-00406,Sachbeschädigung,keines,Heidelberg,0,2025-12-21 22:00:00,1,Desktop PC,Vodafone,98185,13.43.126.118,0.0,1,1,10,0.323,3.69,1,0,1,0,niedrig
BW-2025-00407,Diebstahl,Smartphone,Ulm,0,2025-11-01 10:00:00,0,iPhone,Telekom,35307,19.182.246.29,1855.07,2,2,21,0.408,7.42,1,0,1,1,mittel
BW-2025-00408,Betrug,Laptop,Stuttgart,1,2025-03-25 03:00:00,1,Desktop PC,Vodafone,96034,206.140.46.175,3455.73,2,3,20,0.471,8.31,0,0,0,1,mittel
BW-2025-00409,Einbruchdiebstahl,Laptop,Mannheim,1,2025-11-15 18:00:00,0,Laptop,O2,97500,208.22.227.148,11153.3,3,2,40,0.84,17.64,0,1,1,1,hoch
BW-2025-00410,Drogenhandel,Online-Plattform,Mannheim,1,2025-02-12 14:00:00,0,iPhone,O2,43847,219.19.183.163,503.09,3,1,29,0.412,11.56,1,1,1,0,mittel
BW-2025-00411,Cybercrime,Brecheisen,Heilbronn,1,2025-05-17 23:00:00,1,iPhone,1&1,28857,149.102.222.103,782.77,1,1,17,0.121,0.93,1,0,1,0,niedrig
BW-2025-00412,Sachbeschädigung,Fahrzeug,Karlsruhe,1,2025-03-12 12:00:00,0,Tablet,O2,68442,15.205.196.232,1274.22,1,1,7,0.342,0.04,0,0,0,1,niedrig
BW-2025-00413,Körperverletzung,Brecheisen,Stuttgart,1,2025-07-01 21:00:00,0,iPhone,1&1,77552,192.37.164.217,8583.5,4,3,53,0.916,21.7,0,1,1,0,hoch
BW-2025-00414,Körperverletzung,keines,Ulm,0,2025-06-04 04:00:00,1,Tablet,Telekom,84349,148.9.176.3,4417.85,2,3,38,0.631,41.5,0,1,1,0,hoch
