aufgabe,schwierigkeit,instruction,input,output
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 07.02.2026 gegen 07:54 Uhr wurde der Polizei ein Vorfall in der Industriestraße 45 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 07.02.2026 um 07:54 Uhr kam es in der Industriestraße 45 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 22.03.2026 gegen 10:08 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 66 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 22.03.2026 um 10:08 Uhr kam es in der Bahnhofstraße 66 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 21.04.2026 gegen 10:59 Uhr wurde der Polizei ein Vorfall in der Marktplatz 20 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 21.04.2026 um 10:59 Uhr kam es in der Marktplatz 20 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 30.01.2026 gegen 02:11 Uhr wurde der Polizei ein Vorfall in der Karlstraße 10 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 30.01.2026 um 02:11 Uhr kam es in der Karlstraße 10 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 01.03.2026 gegen 09:46 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 10 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 01.03.2026 um 09:46 Uhr kam es in der Gartenstraße 10 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 29.03.2026 gegen 04:06 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 35 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 29.03.2026 um 04:06 Uhr kam es in der Bahnhofstraße 35 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 13.03.2026 gegen 11:48 Uhr wurde der Polizei ein Vorfall in der Industriestraße 49 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 13.03.2026 um 11:48 Uhr kam es in der Industriestraße 49 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 01.02.2026 gegen 19:15 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 54 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 01.02.2026 um 19:15 Uhr kam es in der Heinrichstraße 54 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 19.01.2026 gegen 03:14 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 23 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 19.01.2026 um 03:14 Uhr kam es in der Bahnhofstraße 23 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 08.04.2026 gegen 20:23 Uhr wurde der Polizei ein Vorfall in der Goethestraße 21 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 08.04.2026 um 20:23 Uhr kam es in der Goethestraße 21 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 04.01.2026 gegen 10:51 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 55 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 04.01.2026 um 10:51 Uhr kam es in der Schillerstraße 55 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 01.01.2026 gegen 04:47 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 22 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 01.01.2026 um 04:47 Uhr kam es in der Schillerstraße 22 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 29.04.2026 gegen 08:57 Uhr wurde der Polizei ein Vorfall in der Karlstraße 25 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 29.04.2026 um 08:57 Uhr kam es in der Karlstraße 25 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 10.02.2026 gegen 22:35 Uhr wurde der Polizei ein Vorfall in der Karlstraße 72 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 10.02.2026 um 22:35 Uhr kam es in der Karlstraße 72 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 11.01.2026 gegen 04:32 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 55 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 11.01.2026 um 04:32 Uhr kam es in der Bahnhofstraße 55 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 08.02.2026 gegen 08:55 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 16 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 08.02.2026 um 08:55 Uhr kam es in der Gartenstraße 16 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 20.04.2026 gegen 20:37 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 76 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 20.04.2026 um 20:37 Uhr kam es in der Schillerstraße 76 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 14.02.2026 gegen 20:41 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 31 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 14.02.2026 um 20:41 Uhr kam es in der Bahnhofstraße 31 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 06.04.2026 gegen 19:21 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 32 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 06.04.2026 um 19:21 Uhr kam es in der Schillerstraße 32 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 22.01.2026 gegen 15:38 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 18 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 22.01.2026 um 15:38 Uhr kam es in der Schillerstraße 18 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 10.01.2026 gegen 13:42 Uhr wurde der Polizei ein Vorfall in der Marktplatz 77 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 10.01.2026 um 13:42 Uhr kam es in der Marktplatz 77 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 20.02.2026 gegen 19:20 Uhr wurde der Polizei ein Vorfall in der Heinrichstraße 62 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 20.02.2026 um 19:20 Uhr kam es in der Heinrichstraße 62 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 16.03.2026 gegen 10:54 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 24 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 16.03.2026 um 10:54 Uhr kam es in der Hauptstraße 24 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 01.02.2026 gegen 14:38 Uhr wurde der Polizei ein Vorfall in der Karlstraße 59 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 01.02.2026 um 14:38 Uhr kam es in der Karlstraße 59 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: dunkle Kleidung.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 08.01.2026 gegen 02:22 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 9 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 08.01.2026 um 02:22 Uhr kam es in der Hauptstraße 9 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 01.01.2026 gegen 22:33 Uhr wurde der Polizei ein Vorfall in der Industriestraße 3 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 01.01.2026 um 22:33 Uhr kam es in der Industriestraße 3 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 28.03.2026 gegen 21:03 Uhr wurde der Polizei ein Vorfall in der Marktplatz 5 gemeldet. Nach ersten Erkenntnissen handelt es sich um Körperverletzung. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 28.03.2026 um 21:03 Uhr kam es in der Marktplatz 5 zu Körperverletzung (§ 223 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 31.03.2026 gegen 13:50 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 56 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 31.03.2026 um 13:50 Uhr kam es in der Schillerstraße 56 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 23.04.2026 gegen 03:11 Uhr wurde der Polizei ein Vorfall in der Karlstraße 59 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 23.04.2026 um 03:11 Uhr kam es in der Karlstraße 59 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: zwei männliche Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 20.04.2026 gegen 02:25 Uhr wurde der Polizei ein Vorfall in der Bahnhofstraße 13 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 20.04.2026 um 02:25 Uhr kam es in der Bahnhofstraße 13 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: Kapuze.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 12.01.2026 gegen 07:23 Uhr wurde der Polizei ein Vorfall in der Marktplatz 19 gemeldet. Nach ersten Erkenntnissen handelt es sich um Ladendiebstahl. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 12.01.2026 um 07:23 Uhr kam es in der Marktplatz 19 zu Ladendiebstahl (§ 242 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 14.04.2026 gegen 03:27 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 29 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 14.04.2026 um 03:27 Uhr kam es in der Hauptstraße 29 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 11.03.2026 gegen 16:22 Uhr wurde der Polizei ein Vorfall in der Hauptstraße 61 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Zeugen machten widersprüchliche Angaben zum Tatablauf. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 11.03.2026 um 16:22 Uhr kam es in der Hauptstraße 61 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: mehrere Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 30.03.2026 gegen 00:08 Uhr wurde der Polizei ein Vorfall in der Goethestraße 65 gemeldet. Nach ersten Erkenntnissen handelt es sich um Raub. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 30.03.2026 um 00:08 Uhr kam es in der Goethestraße 65 zu Raub (§ 249 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: männlich.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 18.01.2026 gegen 01:52 Uhr wurde der Polizei ein Vorfall in der Industriestraße 70 gemeldet. Nach ersten Erkenntnissen handelt es sich um Betrug. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 18.01.2026 um 01:52 Uhr kam es in der Industriestraße 70 zu Betrug (§ 263 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 07.04.2026 gegen 10:08 Uhr wurde der Polizei ein Vorfall in der Karlstraße 11 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 07.04.2026 um 10:08 Uhr kam es in der Karlstraße 11 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: zwei männliche Personen.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 18.03.2026 gegen 09:41 Uhr wurde der Polizei ein Vorfall in der Goethestraße 8 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 18.03.2026 um 09:41 Uhr kam es in der Goethestraße 8 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: unbekannt.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 11.02.2026 gegen 00:26 Uhr wurde der Polizei ein Vorfall in der Gartenstraße 64 gemeldet. Nach ersten Erkenntnissen handelt es sich um Sachbeschädigung. Zeugen machten widersprüchliche Angaben zum Tatablauf. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 11.02.2026 um 00:26 Uhr kam es in der Gartenstraße 64 zu Sachbeschädigung (§ 303 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 24.04.2026 gegen 12:00 Uhr wurde der Polizei ein Vorfall in der Schillerstraße 33 gemeldet. Nach ersten Erkenntnissen handelt es sich um Fahren ohne Fahrerlaubnis. Eine einzelne Person wurde am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 24.04.2026 um 12:00 Uhr kam es in der Schillerstraße 33 zu Fahren ohne Fahrerlaubnis (§ 21 StVG). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: ca. 30 Jahre.
Berichtszusammenfassung,mittel,"Fasse den folgenden Polizeibericht in drei Sätzen zusammen. Nenne Tatzeit, Tatort, Tatbestand und Täterbeschreibung.",Am 23.04.2026 gegen 22:32 Uhr wurde der Polizei ein Vorfall in der Marktplatz 58 gemeldet. Nach ersten Erkenntnissen handelt es sich um Einbruch. Zeugen machten widersprüchliche Angaben zum Tatablauf. Mehrere Personen wurden am Tatort gesehen. Die Polizei traf kurze Zeit später ein und leitete Maßnahmen ein.,Am 23.04.2026 um 22:32 Uhr kam es in der Marktplatz 58 zu Einbruch (§ 243 StGB). Die Polizei stellte den Sachverhalt vor Ort fest und leitete Maßnahmen ein. Die Täterbeschreibung lautet: drei bislang unbekannte Täter.
